timestamp, name, pci.bus_id, driver_version, pstate, pcie.link.gen.max, pcie.link.gen.current, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2025/03/18 01:06:47.126, NVIDIA RTX A6000, 00000000:25:00.0, 535.183.01, P8, 4, 1, 40, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 01:06:47.127, NVIDIA RTX A6000, 00000000:41:00.0, 535.183.01, P8, 4, 1, 42, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 01:06:47.128, NVIDIA RTX A6000, 00000000:61:00.0, 535.183.01, P8, 4, 1, 35, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 01:06:47.128, NVIDIA RTX A6000, 00000000:81:00.0, 535.183.01, P8, 4, 1, 41, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 01:06:47.129, NVIDIA RTX A6000, 00000000:A1:00.0, 535.183.01, P8, 4, 1, 35, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 01:06:47.130, NVIDIA RTX A6000, 00000000:C1:00.0, 535.183.01, P8, 4, 1, 41, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 01:06:47.130, NVIDIA RTX A6000, 00000000:E1:00.0, 535.183.01, P8, 4, 1, 36, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 01:06:48.131, NVIDIA RTX A6000, 00000000:01:00.0, 535.183.01, P8, 4, 1, 44, 1 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 01:06:48.132, NVIDIA RTX A6000, 00000000:25:00.0, 535.183.01, P8, 4, 1, 40, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 01:06:48.133, NVIDIA RTX A6000, 00000000:41:00.0, 535.183.01, P8, 4, 1, 42, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 01:06:48.133, NVIDIA RTX A6000, 00000000:61:00.0, 535.183.01, P8, 4, 1, 35, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 01:06:48.134, NVIDIA RTX A6000, 00000000:81:00.0, 535.183.01, P8, 4, 1, 41, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 01:06:48.134, NVIDIA RTX A6000, 00000000:A1:00.0, 535.183.01, P8, 4, 1, 35, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
