Model,TP,PP,PP_Map,DTYPE,INT8_KV_Cache,Output_Lenght,Batch_Size,Latency,Memory-Pre-Run,Memory-After-Run,Time-Gen-Fingerprint,Time-Gen-Graph,Time-Prof
llama-2-7b,1,1,2,float16,True,10,2,0.02180592219034831,1.78436279296875,1.85858154296875,0,42.68276786804199,8.111041784286499
llama-2-7b,1,1,2,float16,True,20,2,0.04217735926310221,1.78436279296875,1.85858154296875,0,42.68276786804199,8.147663116455078
llama-2-7b,1,1,1,int8,False,10,1,0.011851231257120768,1.10467529296875,1.17889404296875,0,37.19650316238403,6.784776926040649
llama-2-7b,1,1,1,int8,False,20,1,0.022669235865275066,1.10467529296875,1.17889404296875,0,37.19650316238403,6.834859132766724
llama-2-7b,1,1,2,int8,False,10,1,0.015551249186197916,1.29412841796875,1.36834716796875,0,41.944379806518555,7.4812822341918945
llama-2-7b,1,1,2,int8,False,20,1,0.029782533645629883,1.29412841796875,1.36834716796875,0,41.944379806518555,7.488509178161621
llama-2-7b,1,1,1,int8,False,10,2,0.012009779612223307,1.16131591796875,1.23553466796875,0,40.65830755233765,7.2656190395355225
llama-2-7b,1,1,1,int8,False,20,2,0.023039817810058594,1.16131591796875,1.23553466796875,0,40.65830755233765,7.203313112258911
llama-2-7b,1,1,2,int8,False,10,2,0.015763521194458008,1.36639404296875,1.44061279296875,0,44.99695444107056,7.502988338470459
llama-2-7b,1,1,2,int8,False,20,2,0.030375242233276367,1.36639404296875,1.44061279296875,0,44.99695444107056,7.48654842376709
llama-2-7b,1,1,1,int8,True,10,1,0.01182254155476888,1.10467529296875,1.16131591796875,0,46.88436436653137,6.82450532913208
llama-2-7b,1,1,1,int8,True,20,1,0.022716681162516277,1.10467529296875,1.16131591796875,0,46.88436436653137,6.817588567733765
llama-2-7b,1,1,2,int8,True,10,1,0.015452861785888672,1.29412841796875,1.35076904296875,0,58.05377960205078,7.504693269729614
llama-2-7b,1,1,2,int8,True,20,1,0.02988584836324056,1.29412841796875,1.35076904296875,0,58.05377960205078,7.537898302078247
llama-2-7b,1,1,1,int8,True,10,2,0.011975288391113281,1.16131591796875,1.23553466796875,0,52.94747972488403,7.3357555866241455
llama-2-7b,1,1,1,int8,True,20,2,0.023078441619873047,1.16131591796875,1.23553466796875,0,52.94747972488403,7.371716022491455
llama-2-7b,1,1,2,int8,True,10,2,0.015830357869466145,1.36639404296875,1.44061279296875,0,58.750821113586426,7.027266979217529
llama-2-7b,1,1,2,int8,True,20,2,0.030500094095865887,1.36639404296875,1.44061279296875,0,58.750821113586426,7.181200742721558
llama-2-7b,1,1,1,int4,False,10,1,0.010383685429890951,1.01092529296875,1.08514404296875,0,38.44287300109863,7.028351783752441
llama-2-7b,1,1,1,int4,False,20,1,0.019738515218098957,1.01092529296875,1.08514404296875,0,38.44287300109863,7.031370639801025
llama-2-7b,1,1,2,int4,False,10,1,0.012663523356119791,1.10467529296875,1.17889404296875,0,40.78101921081543,6.887312889099121
llama-2-7b,1,1,2,int4,False,20,1,0.024171113967895508,1.10467529296875,1.17889404296875,0,40.78101921081543,6.875669479370117
llama-2-7b,1,1,1,int4,False,10,2,0.010552724202473959,1.06756591796875,1.14178466796875,0,39.24943828582764,6.649284839630127
llama-2-7b,1,1,1,int4,False,20,2,0.02018141746520996,1.06756591796875,1.14178466796875,0,39.24943828582764,6.7798171043396
llama-2-7b,1,1,2,int4,False,10,2,0.014345486958821615,1.17694091796875,1.25115966796875,0,44.57852292060852,7.077418565750122
llama-2-7b,1,1,2,int4,False,20,2,0.024799823760986328,1.17694091796875,1.25115966796875,0,44.57852292060852,7.274322748184204
llama-2-7b,1,1,1,int4,True,10,1,0.010361115137736002,1.01092529296875,1.06756591796875,0,47.522865295410156,6.981363296508789
llama-2-7b,1,1,1,int4,True,20,1,0.02121869723002116,1.01092529296875,1.06756591796875,0,47.522865295410156,7.047889471054077
llama-2-7b,1,1,2,int4,True,10,1,0.012687206268310547,1.10467529296875,1.16131591796875,0,55.14454889297485,6.867241144180298
llama-2-7b,1,1,2,int4,True,20,1,0.02434237798055013,1.10467529296875,1.16131591796875,0,55.14454889297485,6.8606226444244385
llama-2-7b,1,1,1,int4,True,10,2,0.010571877161661783,1.06756591796875,1.14178466796875,0,48.62116003036499,6.792625427246094
llama-2-7b,1,1,1,int4,True,20,2,0.02019532521565755,1.06756591796875,1.14178466796875,0,48.62116003036499,6.757700681686401
llama-2-7b,1,1,2,int4,True,10,2,0.013046900431315104,1.17694091796875,1.25115966796875,0,60.09229779243469,7.2755820751190186
llama-2-7b,1,1,2,int4,True,20,2,0.024916410446166992,1.17694091796875,1.25115966796875,0,60.09229779243469,7.2871763706207275
llama-2-7b,1,1,1,int4_gptq,False,10,1,0.01051020622253418,1.01678466796875,1.09100341796875,0,35.93414926528931,6.956744432449341
llama-2-7b,1,1,1,int4_gptq,False,20,1,0.020091136296590168,1.01678466796875,1.09100341796875,0,35.93414926528931,7.1054182052612305
llama-2-7b,1,1,2,int4_gptq,False,10,1,0.012900511423746744,1.11639404296875,1.19061279296875,0,37.26380729675293,7.288652658462524
llama-2-7b,1,1,2,int4_gptq,False,20,1,0.024680058161417644,1.11639404296875,1.19061279296875,0,37.26380729675293,7.264357566833496
llama-2-7b,1,1,1,int4_gptq,False,10,2,0.010631402333577475,1.08709716796875,1.16131591796875,0,36.935001611709595,6.74170994758606
llama-2-7b,1,1,1,int4_gptq,False,20,2,0.020271778106689453,1.08709716796875,1.16131591796875,0,36.935001611709595,6.783315181732178
llama-2-7b,1,1,2,int4_gptq,False,10,2,0.01305087407430013,1.18865966796875,1.26287841796875,0,40.26478981971741,7.279462099075317
llama-2-7b,1,1,2,int4_gptq,False,20,2,0.02579331398010254,1.18865966796875,1.26287841796875,0,40.26478981971741,7.150675535202026
llama-2-7b,1,2,1 1,float16,False,10,1,0.023568153381347656,2.4027099609375,2.6644287109375,0,35.48425364494324,9.469632387161255
llama-2-7b,1,2,1 1,float16,False,20,1,0.043356895446777344,2.4027099609375,2.6644287109375,0,35.48425364494324,9.444664716720581
llama-2-7b,1,2,2 1,float16,False,10,1,0.028736670811971027,2.8460693359375,3.0472412109375,24.139957427978516,38.078917503356934,9.5447678565979
llama-2-7b,1,2,2 1,float16,False,20,1,0.056253671646118164,2.8050537109375,3.0472412109375,24.139957427978516,38.078917503356934,10.110325813293457
llama-2-7b,1,2,1 1,float16,False,10,2,0.022238810857137043,2.5277099609375,2.7894287109375,0,35.187045097351074,9.472730159759521
llama-2-7b,1,2,1 1,float16,False,20,2,0.04318857192993164,2.5277099609375,2.7894287109375,0,35.187045097351074,9.49826955795288
llama-2-7b,1,2,2 1,float16,False,10,2,0.028621435165405273,2.9066162109375,3.1683349609375,0,37.512925148010254,9.977963924407959
llama-2-7b,1,2,2 1,float16,False,20,2,0.05570697784423828,2.9066162109375,3.1702880859375,0,37.512925148010254,9.8169686794281
llama-2-7b,1,2,1 1,float16,True,10,1,0.022583882013956707,2.4300537109375,2.6546630859375,0,43.60588026046753,9.834497451782227
llama-2-7b,1,2,1 1,float16,True,20,1,0.044035752614339195,2.4300537109375,2.6546630859375,0,43.60588026046753,9.729313850402832
llama-2-7b,1,2,2 1,float16,True,10,1,0.029140233993530273,2.8070068359375,3.0335693359375,0,45.40941762924194,9.661680221557617
llama-2-7b,1,2,2 1,float16,True,20,1,0.05702336629231771,2.8070068359375,3.0335693359375,0,45.40941762924194,9.834150552749634
llama-2-7b,1,2,1 1,float16,True,10,2,0.02249932289123535,2.5980224609375,2.8616943359375,0,43.10459637641907,9.792211532592773
llama-2-7b,1,2,1 1,float16,True,20,2,0.04364816347757975,2.5980224609375,2.8616943359375,0,43.10459637641907,9.987658023834229
llama-2-7b,1,2,2 1,float16,True,10,2,0.0288237730662028,2.9749755859375,3.2366943359375,0,47.042131423950195,10.062472105026245
llama-2-7b,1,2,2 1,float16,True,20,2,0.05614972114562988,2.9749755859375,3.2386474609375,0,47.042131423950195,10.552228927612305
llama-2-7b,1,2,1 1,int8,False,10,1,0.0160367488861084,2.0003662109375,2.2581787109375,0,44.35423159599304,9.823676109313965
llama-2-7b,1,2,1 1,int8,False,20,1,0.031041940053304035,2.0003662109375,2.2581787109375,0,44.35423159599304,9.447747707366943
llama-2-7b,1,2,2 1,int8,False,10,1,0.01948237419128418,2.1976318359375,2.4554443359375,0,46.666603803634644,9.553770542144775
llama-2-7b,1,2,2 1,int8,False,20,1,0.0377805233001709,2.1976318359375,2.4554443359375,0,46.666603803634644,9.423002243041992
llama-2-7b,1,2,1 1,int8,False,10,2,0.016358693440755207,2.1214599609375,2.3792724609375,0,46.473448753356934,9.432411193847656
llama-2-7b,1,2,1 1,int8,False,20,2,0.03150089581807455,2.1214599609375,2.3792724609375,0,46.473448753356934,9.402855396270752
llama-2-7b,1,2,2 1,int8,False,10,2,0.01978294054667155,2.3265380859375,2.5843505859375,0,50.19551730155945,9.379957914352417
llama-2-7b,1,2,2 1,int8,False,20,2,0.03815619150797526,2.3265380859375,2.5843505859375,0,50.19551730155945,9.620995283126831
llama-2-7b,1,2,1 1,int8,True,10,1,0.0161435604095459,2.0003662109375,2.2210693359375,0,55.45264911651611,9.665425777435303
llama-2-7b,1,2,1 1,int8,True,20,1,0.031046072642008465,2.0003662109375,2.2210693359375,0,55.45264911651611,9.559869527816772
llama-2-7b,1,2,2 1,int8,True,10,1,0.019629398981730144,2.1976318359375,2.4202880859375,0,65.66400837898254,9.541270017623901
llama-2-7b,1,2,2 1,int8,True,20,1,0.03769842783610026,2.1976318359375,2.4202880859375,0,65.66400837898254,9.868524551391602
llama-2-7b,1,2,1 1,int8,True,10,2,0.01645374298095703,2.1214599609375,2.3792724609375,0,56.82140851020813,9.266051054000854
llama-2-7b,1,2,1 1,int8,True,20,2,0.0317835807800293,2.1214599609375,2.3792724609375,0,56.82140851020813,9.505911588668823
llama-2-7b,1,2,2 1,int8,True,10,2,0.0203093687693278,2.3265380859375,2.5843505859375,0,67.43965125083923,9.587194204330444
llama-2-7b,1,2,2 1,int8,True,20,2,0.038263400395711265,2.3265380859375,2.5843505859375,0,67.43965125083923,9.772563219070435
llama-2-7b,1,2,1 1,int4,False,10,1,0.013243595759073893,1.8128662109375,2.0706787109375,0,43.637540340423584,9.118240356445312
llama-2-7b,1,2,1 1,int4,False,20,1,0.025221745173136394,1.8128662109375,2.0706787109375,0,43.637540340423584,9.1320161819458
llama-2-7b,1,2,2 1,int4,False,10,1,0.015132506688435873,1.9144287109375,2.1722412109375,0,49.299644470214844,9.603768587112427
llama-2-7b,1,2,2 1,int4,False,20,1,0.02921009063720703,1.9144287109375,2.1722412109375,0,49.299644470214844,9.419832944869995
llama-2-7b,1,2,1 1,int4,False,10,2,0.013765573501586914,1.9339599609375,2.1917724609375,0,45.823227882385254,9.168414115905762
llama-2-7b,1,2,1 1,int4,False,20,2,0.02607591946919759,1.9339599609375,2.1917724609375,0,45.823227882385254,9.215756893157959
llama-2-7b,1,2,2 1,int4,False,10,2,0.015629053115844727,2.0433349609375,2.3011474609375,0,50.278090476989746,9.222367763519287
llama-2-7b,1,2,2 1,int4,False,20,2,0.030995845794677734,2.0433349609375,2.3011474609375,0,50.278090476989746,9.428569555282593
llama-2-7b,1,2,1 1,int4,True,10,1,0.013210296630859375,1.8128662109375,2.0335693359375,0,55.44260311126709,9.31808590888977
llama-2-7b,1,2,1 1,int4,True,20,1,0.02534906069437663,1.8128662109375,2.0335693359375,0,55.44260311126709,9.410882711410522
llama-2-7b,1,2,2 1,int4,True,10,1,0.015174309412638346,1.9144287109375,2.1370849609375,0,66.37007331848145,9.182443618774414
llama-2-7b,1,2,2 1,int4,True,20,1,0.02934114138285319,1.9144287109375,2.1370849609375,0,66.37007331848145,9.386027812957764
llama-2-7b,1,2,1 1,int4,True,10,2,0.013642311096191406,1.9339599609375,2.1917724609375,0,57.90904378890991,9.564397811889648
llama-2-7b,1,2,1 1,int4,True,20,2,0.02594788869222005,1.9339599609375,2.1917724609375,0,57.90904378890991,9.347278356552124
llama-2-7b,1,2,2 1,int4,True,10,2,0.01568603515625,2.0433349609375,2.3011474609375,0,68.02493357658386,9.208925724029541
llama-2-7b,1,2,2 1,int4,True,20,2,0.030188719431559246,2.0433349609375,2.3011474609375,0,68.02493357658386,9.659176111221313
llama-2-7b,1,2,1 1,int4_gptq,False,10,1,0.013423522313435873,1.8323974609375,2.0902099609375,0,40.41141414642334,9.246540069580078
llama-2-7b,1,2,1 1,int4_gptq,False,20,1,0.02595798174540202,1.8323974609375,2.0902099609375,0,40.41141414642334,9.341528177261353
llama-2-7b,1,2,2 1,int4_gptq,False,10,1,0.015549977620442709,1.9320068359375,2.1898193359375,0,42.813637018203735,9.409796953201294
llama-2-7b,1,2,2 1,int4_gptq,False,20,1,0.02979429562886556,1.9320068359375,2.1898193359375,0,42.813637018203735,9.414102554321289
llama-2-7b,1,2,1 1,int4_gptq,False,10,2,0.013647715250651041,1.9730224609375,2.2308349609375,0,43.15739130973816,9.352061033248901
llama-2-7b,1,2,1 1,int4_gptq,False,20,2,0.02604063351949056,1.9730224609375,2.2308349609375,0,43.15739130973816,9.800780773162842
llama-2-7b,1,2,2 1,int4_gptq,False,10,2,0.015730778376261394,2.0745849609375,2.3323974609375,0,45.12166738510132,9.47228455543518
llama-2-7b,1,2,2 1,int4_gptq,False,20,2,0.030129432678222656,2.0745849609375,2.3323974609375,0,45.12166738510132,9.401048183441162
llama-2-7b,2,1,1,float16,False,10,1,0.013995488484700521,2.1390380859375,2.840576171875,0,31.966758489608765,8.944669961929321
llama-2-7b,2,1,1,float16,False,20,1,0.02330954869588216,2.1390380859375,2.840576171875,0,31.966758489608765,8.949596405029297
llama-2-7b,2,1,2,float16,False,10,1,0.018058061599731445,2.5140380859375,3.215576171875,0,33.002461194992065,9.23324704170227
llama-2-7b,2,1,2,float16,False,20,1,0.03104710578918457,2.5140380859375,3.217529296875,0,33.002461194992065,9.250773906707764
llama-2-7b,2,1,1,float16,False,10,2,0.014115333557128906,2.2210693359375,2.957763671875,0,31.431721210479736,8.694101810455322
llama-2-7b,2,1,1,float16,False,20,2,0.023320674896240234,2.2210693359375,2.957763671875,0,31.431721210479736,8.772559642791748
llama-2-7b,2,1,2,float16,False,10,2,0.01788981755574544,2.5960693359375,3.332763671875,0,33.58062672615051,9.014784574508667
llama-2-7b,2,1,2,float16,False,20,2,0.031113386154174805,2.5960693359375,3.332763671875,0,33.58062672615051,9.095380306243896
llama-2-7b,2,1,1,float16,True,10,1,0.014160553614298502,2.1546630859375,2.852294921875,0,39.84534692764282,8.84411096572876
llama-2-7b,2,1,1,float16,True,20,1,0.02354113260904948,2.1546630859375,2.852294921875,0,39.84534692764282,8.875727415084839
llama-2-7b,2,1,2,float16,True,10,1,0.017903645833333332,2.5296630859375,3.231201171875,0,42.33785271644592,9.06067180633545
llama-2-7b,2,1,2,float16,True,20,1,0.03153332074483236,2.5296630859375,3.231201171875,0,42.33785271644592,9.119222640991211
llama-2-7b,2,1,1,float16,True,10,2,0.01415403683980306,2.2406005859375,2.942138671875,0,37.24890756607056,8.855577230453491
llama-2-7b,2,1,1,float16,True,20,2,0.023584445317586262,2.2406005859375,2.942138671875,0,37.24890756607056,9.041284322738647
llama-2-7b,2,1,2,float16,True,10,2,0.018293301264444988,2.6273193359375,3.330810546875,0,40.93516755104065,8.972949981689453
llama-2-7b,2,1,2,float16,True,20,2,0.03153252601623535,2.6273193359375,3.328857421875,0,40.93516755104065,9.034657955169678
llama-2-7b,2,1,1,int8,False,10,1,0.012479941050211588,1.9437255859375,2.645263671875,0,34.96472430229187,8.705114841461182
llama-2-7b,2,1,1,int8,False,20,1,0.020182212193806965,1.9437255859375,2.645263671875,0,34.96472430229187,8.743339538574219
llama-2-7b,2,1,2,int8,False,10,1,0.01495361328125,2.1351318359375,2.836669921875,0,37.39537286758423,8.844620943069458
llama-2-7b,2,1,2,int8,False,20,1,0.0247800350189209,2.1351318359375,2.838623046875,0,37.39537286758423,8.940081119537354
llama-2-7b,2,1,1,int8,False,10,2,0.012665589650472006,2.0023193359375,2.739013671875,0,36.121187925338745,8.907476663589478
llama-2-7b,2,1,1,int8,False,20,2,0.020449002583821613,2.0023193359375,2.739013671875,0,36.121187925338745,8.843847513198853
llama-2-7b,2,1,2,int8,False,10,2,0.015005350112915039,2.2093505859375,2.946044921875,0,38.69006681442261,9.049925327301025
llama-2-7b,2,1,2,int8,False,20,2,0.025083541870117188,2.2093505859375,2.946044921875,0,38.69006681442261,8.971237182617188
llama-2-7b,2,1,1,int8,True,10,1,0.012550036112467447,1.9437255859375,2.641357421875,0,43.89501738548279,9.111571073532104
llama-2-7b,2,1,1,int8,True,20,1,0.02013556162516276,1.9437255859375,2.641357421875,0,43.89501738548279,8.779383420944214
llama-2-7b,2,1,2,int8,True,10,1,0.01480261484781901,2.1351318359375,2.832763671875,0,52.595717430114746,8.980353593826294
llama-2-7b,2,1,2,int8,True,20,1,0.0251461664835612,2.1351318359375,2.832763671875,0,52.595717430114746,9.043010711669922
llama-2-7b,2,1,1,int8,True,10,2,0.012416521708170572,2.0023193359375,2.703857421875,0,46.202901124954224,8.793793439865112
llama-2-7b,2,1,1,int8,True,20,2,0.020469268163045246,2.0023193359375,2.703857421875,0,46.202901124954224,9.058665990829468
llama-2-7b,2,1,2,int8,True,10,2,0.014978249867757162,2.2093505859375,2.912841796875,0,53.61345863342285,8.926773309707642
llama-2-7b,2,1,2,int8,True,20,2,0.02535271644592285,2.2093505859375,2.912841796875,0,53.61345863342285,9.0715970993042
llama-2-7b,2,1,1,int4,False,10,1,0.011697610219319662,1.8499755859375,2.551513671875,0,34.87779641151428,8.95457911491394
llama-2-7b,2,1,1,int4,False,20,1,0.01888887087504069,1.8499755859375,2.551513671875,0,34.87779641151428,8.69478178024292
llama-2-7b,2,1,2,int4,False,10,1,0.013286670049031576,1.9437255859375,2.645263671875,0,39.42330193519592,8.87593412399292
llama-2-7b,2,1,2,int4,False,20,1,0.021927754084269207,1.9437255859375,2.645263671875,0,39.42330193519592,8.83535885810852
llama-2-7b,2,1,1,int4,False,10,2,0.011678457260131836,1.9085693359375,2.645263671875,0,36.658761501312256,8.698975563049316
llama-2-7b,2,1,1,int4,False,20,2,0.019071102142333984,1.9085693359375,2.645263671875,0,36.658761501312256,8.713052749633789
llama-2-7b,2,1,2,int4,False,10,2,0.01361687978108724,2.0179443359375,2.754638671875,0,40.21273970603943,8.832541942596436
llama-2-7b,2,1,2,int4,False,20,2,0.022380272547403973,2.0179443359375,2.754638671875,0,40.21273970603943,8.830281257629395
llama-2-7b,2,1,1,int4,True,10,1,0.011740605036417643,1.8499755859375,2.547607421875,0,44.40345907211304,8.963357210159302
llama-2-7b,2,1,1,int4,True,20,1,0.01894688606262207,1.8499755859375,2.547607421875,0,44.40345907211304,8.74544095993042
llama-2-7b,2,1,2,int4,True,10,1,0.013359467188517252,1.9437255859375,2.645263671875,0,54.16046142578125,8.640011072158813
llama-2-7b,2,1,2,int4,True,20,1,0.022002220153808594,1.9437255859375,2.645263671875,0,54.16046142578125,8.784561157226562
llama-2-7b,2,1,1,int4,True,10,2,0.011935790379842123,1.9085693359375,2.610107421875,0,45.013795614242554,8.824439287185669
llama-2-7b,2,1,1,int4,True,20,2,0.019092639287312824,1.9085693359375,2.610107421875,0,45.013795614242554,8.971965789794922
llama-2-7b,2,1,2,int4,True,10,2,0.013704856236775717,2.0179443359375,2.719482421875,0,55.09231877326965,8.724309921264648
llama-2-7b,2,1,2,int4,True,20,2,0.022496541341145832,2.0179443359375,2.719482421875,0,55.09231877326965,8.781844854354858
llama-2-7b,2,1,1,int4_gptq,False,10,1,0.011699199676513672,1.8577880859375,2.559326171875,0,32.96233367919922,8.75209665298462
llama-2-7b,2,1,1,int4_gptq,False,20,1,0.018904844919840496,1.8577880859375,2.559326171875,0,32.96233367919922,8.64015507698059
llama-2-7b,2,1,2,int4_gptq,False,10,1,0.01352532704671224,1.9554443359375,2.656982421875,0,34.52875804901123,8.852911233901978
llama-2-7b,2,1,2,int4_gptq,False,20,1,0.022253036499023438,1.9554443359375,2.656982421875,0,34.52875804901123,8.789756298065186
llama-2-7b,2,1,1,int4_gptq,False,10,2,0.01197520891825358,1.9320068359375,2.668701171875,0,33.85300278663635,8.71260404586792
llama-2-7b,2,1,1,int4_gptq,False,20,2,0.018992900848388672,1.9320068359375,2.668701171875,0,33.85300278663635,8.818641424179077
llama-2-7b,2,1,2,int4_gptq,False,10,2,0.013717095057169596,2.0296630859375,2.766357421875,0,35.85925602912903,8.633922576904297
llama-2-7b,2,1,2,int4_gptq,False,20,2,0.02261066436767578,2.0296630859375,2.766357421875,0,35.85925602912903,8.812196493148804
llama-2-13b,1,1,1,float16,False,10,1,0.019248247146606445,1.64764404296875,1.72186279296875,14.764769077301025,32.96003317832947,8.00895619392395
llama-2-13b,1,1,1,float16,False,20,1,0.03749306996663412,1.64764404296875,1.72186279296875,14.764769077301025,32.96003317832947,8.103015899658203
llama-2-13b,1,1,2,float16,False,10,1,0.029307047526041668,2.25311279296875,2.32733154296875,15.80940866470337,36.54167866706848,8.946823835372925
llama-2-13b,1,1,2,float16,False,20,1,0.057294368743896484,2.25311279296875,2.32733154296875,15.80940866470337,36.54167866706848,9.046791791915894
llama-2-13b,1,1,1,float16,False,10,2,0.01895451545715332,1.74139404296875,1.81561279296875,0,33.44380760192871,7.970001220703125
llama-2-13b,1,1,1,float16,False,20,2,0.0368045965830485,1.74139404296875,1.81561279296875,0,33.44380760192871,8.015379667282104
llama-2-13b,1,1,2,float16,False,10,2,0.028992493947347004,2.33319091796875,2.40740966796875,0,36.954089403152466,8.734558582305908
llama-2-13b,1,1,2,float16,False,20,2,0.05655662218729655,2.33319091796875,2.40740966796875,0,36.954089403152466,9.011791229248047
llama-2-13b,1,1,1,float16,True,10,1,0.01925794283548991,1.67303466796875,1.74725341796875,0,39.657108783721924,7.954740762710571
llama-2-13b,1,1,1,float16,True,20,1,0.037668069203694664,1.67303466796875,1.74725341796875,0,39.657108783721924,8.142321109771729
llama-2-13b,1,1,2,float16,True,10,1,0.029416799545288086,2.26287841796875,2.33709716796875,0,44.95958638191223,8.958918333053589
llama-2-13b,1,1,2,float16,True,20,1,0.057639122009277344,2.26287841796875,2.33709716796875,0,44.95958638191223,9.026019096374512
llama-2-13b,1,1,1,float16,True,10,2,0.01911473274230957,1.77459716796875,1.84881591796875,0,42.59411311149597,7.997876167297363
llama-2-13b,1,1,1,float16,True,20,2,0.03703657786051432,1.77459716796875,1.84881591796875,0,42.59411311149597,8.035812377929688
llama-2-13b,1,1,2,float16,True,10,2,0.029051701227823894,2.38592529296875,2.46014404296875,0,44.585216999053955,8.373970746994019
llama-2-13b,1,1,2,float16,True,20,2,0.0569909413655599,2.38592529296875,2.46014404296875,0,44.585216999053955,8.926366090774536
llama-2-13b,1,1,1,int8,False,10,1,0.014402389526367188,1.34490966796875,1.41912841796875,0,44.159284830093384,7.603271007537842
llama-2-13b,1,1,1,int8,False,20,1,0.027969757715861004,1.34490966796875,1.41912841796875,0,44.159284830093384,7.67415714263916
llama-2-13b,1,1,2,int8,False,10,1,0.01971753438313802,1.64569091796875,1.71990966796875,0,49.84929323196411,8.068031787872314
llama-2-13b,1,1,2,int8,False,20,1,0.03832578659057617,1.64569091796875,1.71990966796875,0,49.84929323196411,8.19514775276184
llama-2-13b,1,1,1,int8,False,10,2,0.014401833216349283,1.42694091796875,1.50115966796875,0,49.80759954452515,7.564147710800171
llama-2-13b,1,1,1,int8,False,20,2,0.02769780158996582,1.42694091796875,1.50115966796875,0,49.80759954452515,7.636474847793579
llama-2-13b,1,1,2,int8,False,10,2,0.01991430918375651,1.74334716796875,1.81756591796875,0,55.53338813781738,8.006893396377563
llama-2-13b,1,1,2,int8,False,20,2,0.03845985730489095,1.74334716796875,1.81756591796875,0,55.53338813781738,8.163604259490967
llama-2-13b,1,1,1,int8,True,10,1,0.014494657516479492,1.34490966796875,1.41912841796875,0,53.92196750640869,7.7183897495269775
llama-2-13b,1,1,1,int8,True,20,1,0.0279843012491862,1.34490966796875,1.41912841796875,0,53.92196750640869,7.78022313117981
llama-2-13b,1,1,2,int8,True,10,1,0.01977960268656413,1.64569091796875,1.71990966796875,0,65.84223961830139,8.01451325416565
llama-2-13b,1,1,2,int8,True,20,1,0.03835582733154297,1.64569091796875,1.71990966796875,0,65.84223961830139,8.04965329170227
llama-2-13b,1,1,1,int8,True,10,2,0.014379501342773438,1.42694091796875,1.50115966796875,0,59.86912727355957,7.501418828964233
llama-2-13b,1,1,1,int8,True,20,2,0.02778029441833496,1.42694091796875,1.50115966796875,0,59.86912727355957,7.617664575576782
llama-2-13b,1,1,2,int8,True,10,2,0.019855658213297527,1.74334716796875,1.81756591796875,0,71.34614324569702,7.955167055130005
llama-2-13b,1,1,2,int8,True,20,2,0.038608948389689125,1.74334716796875,1.81756591796875,0,71.34614324569702,8.100828886032104
llama-2-13b,1,1,1,int4,False,10,1,0.012140274047851562,1.19842529296875,1.27264404296875,0,43.09348130226135,7.309109687805176
llama-2-13b,1,1,1,int4,False,20,1,0.02339657147725423,1.19842529296875,1.27264404296875,0,43.09348130226135,7.416954517364502
llama-2-13b,1,1,2,int4,False,10,1,0.015245993932088217,1.34881591796875,1.42303466796875,0,49.656822681427,7.553531885147095
llama-2-13b,1,1,2,int4,False,20,1,0.029391924540201824,1.34881591796875,1.42303466796875,0,49.656822681427,7.640477418899536
llama-2-13b,1,1,1,int4,False,10,2,0.012281020482381185,1.28045654296875,1.35467529296875,0,48.37918281555176,7.195836067199707
llama-2-13b,1,1,1,int4,False,20,2,0.02355194091796875,1.28045654296875,1.35467529296875,0,48.37918281555176,7.380593299865723
llama-2-13b,1,1,2,int4,False,10,2,0.015541394551595053,1.44647216796875,1.52069091796875,0,54.97660040855408,7.379960298538208
llama-2-13b,1,1,2,int4,False,20,2,0.030094464619954426,1.44647216796875,1.52069091796875,0,54.97660040855408,7.565955638885498
llama-2-13b,1,1,1,int4,True,10,1,0.012211322784423828,1.19842529296875,1.27264404296875,0,53.35299730300903,7.21888279914856
llama-2-13b,1,1,1,int4,True,20,1,0.023926337560017902,1.19842529296875,1.27264404296875,0,53.35299730300903,7.347280263900757
llama-2-13b,1,1,2,int4,True,10,1,0.016100565592447918,1.34881591796875,1.42303466796875,0,65.73599243164062,7.501165866851807
llama-2-13b,1,1,2,int4,True,20,1,0.0294342835744222,1.34881591796875,1.42303466796875,0,65.73599243164062,7.680533409118652
llama-2-13b,1,1,1,int4,True,10,2,0.012274742126464844,1.28045654296875,1.35467529296875,0,58.460572242736816,7.203882217407227
llama-2-13b,1,1,1,int4,True,20,2,0.023588101069132488,1.28045654296875,1.35467529296875,0,58.460572242736816,7.32536244392395
llama-2-13b,1,1,2,int4,True,10,2,0.015567700068155924,1.44647216796875,1.52069091796875,0,71.7171995639801,7.543366432189941
llama-2-13b,1,1,2,int4,True,20,2,0.030118624369303387,1.44647216796875,1.52069091796875,0,71.7171995639801,7.606213569641113
llama-2-13b,1,1,1,int4_gptq,False,10,1,0.01251379648844401,1.21014404296875,1.28436279296875,0,39.59612035751343,7.275999546051025
llama-2-13b,1,1,1,int4_gptq,False,20,1,0.02432727813720703,1.21014404296875,1.28436279296875,0,39.59612035751343,7.396671533584595
llama-2-13b,1,1,2,int4_gptq,False,10,1,0.015737136205037434,1.36834716796875,1.44256591796875,0,44.192601442337036,7.652468681335449
llama-2-13b,1,1,2,int4_gptq,False,20,1,0.030631065368652344,1.36834716796875,1.44256591796875,0,44.192601442337036,7.828968524932861
llama-2-13b,1,1,1,int4_gptq,False,10,2,0.01232767105102539,1.30584716796875,1.38006591796875,0,45.2530517578125,7.6977009773254395
