Model,TP,PP,PP_Map,DTYPE,INT8_KV_Cache,Output_Lenght,Batch_Size,Latency,Memory-Pre-Run,Memory-After-Run,Time-Gen-Fingerprint,Time-Gen-Graph,Time-Prof
falcon-7b,1,5,2 1 1 1 1,float16,False,10,1,0.08047294616699219,7.06439208984375,7.48626708984375,26.78292441368103,149.44588541984558,17.90449810028076
falcon-7b,1,5,2 1 1 1 1,float16,False,20,1,0.13361994425455728,7.06439208984375,7.48626708984375,26.78292441368103,149.44588541984558,18.471259593963623
falcon-7b,1,5,1 1 1 1 1,int8,False,10,1,0.05435347557067871,5.65228271484375,6.10150146484375,0,161.615713596344,17.129951000213623
falcon-7b,1,5,1 1 1 1 1,int8,False,20,1,0.0856626033782959,5.65228271484375,6.10150146484375,0,161.615713596344,17.40791082382202
falcon-7b,1,5,2 1 1 1 1,int8,False,10,1,0.059640963872273765,5.84564208984375,6.29486083984375,0,165.6339795589447,17.335537672042847
falcon-7b,1,5,2 1 1 1 1,int8,False,20,1,0.09485689798990886,5.84564208984375,6.29486083984375,0,165.6339795589447,17.381601095199585
falcon-7b,1,5,1 1 1 1 1,int4,False,10,1,0.045911947886149086,5.17376708984375,5.62298583984375,0,165.8965184688568,17.310941457748413
falcon-7b,1,5,1 1 1 1 1,int4,False,20,1,0.07234970728556316,5.17376708984375,5.62298583984375,0,165.8965184688568,17.024368047714233
falcon-7b,1,5,2 1 1 1 1,int4,False,10,1,0.051222006479899086,5.26947021484375,5.71868896484375,0,171.50606107711792,17.045563220977783
falcon-7b,1,5,2 1 1 1 1,int4,False,20,1,0.0794512430826823,5.26947021484375,5.71868896484375,0,171.50606107711792,17.329630374908447
falcon-7b,1,6,1 1 1 1 1 1,float16,False,10,1,0.07919446627298991,8.4366455078125,8.9952392578125,0,170.32993149757385,21.29392981529236
falcon-7b,1,6,1 1 1 1 1 1,float16,False,20,1,0.1356363296508789,8.4366455078125,8.9952392578125,0,170.32993149757385,21.803372621536255
falcon-7b,1,6,2 1 1 1 1 1,float16,False,10,1,0.08942564328511556,8.8311767578125,9.3800048828125,28.398355960845947,173.82460141181946,21.349295616149902
falcon-7b,1,6,2 1 1 1 1 1,float16,False,20,1,0.15029589335123697,8.8214111328125,9.3800048828125,28.398355960845947,173.82460141181946,21.788050174713135
falcon-7b,1,6,1 1 1 1 1 1,int8,False,10,1,0.05887722969055176,7.2667236328125,7.7960205078125,0,185.8136441707611,20.59228777885437
falcon-7b,1,6,1 1 1 1 1 1,int8,False,20,1,0.09855151176452637,7.2667236328125,7.7960205078125,0,185.8136441707611,20.93443465232849
falcon-7b,1,6,2 1 1 1 1 1,int8,False,10,1,0.07055958112080891,7.4600830078125,7.9893798828125,0,191.30592727661133,20.936951160430908
falcon-7b,1,6,2 1 1 1 1 1,int8,False,20,1,0.10694615046183269,7.4600830078125,7.9893798828125,0,191.30592727661133,20.968011379241943
falcon-7b,1,6,1 1 1 1 1 1,int4,False,10,1,0.05207419395446777,6.6925048828125,7.2218017578125,0,191.86874628067017,20.51017141342163
falcon-7b,1,6,1 1 1 1 1 1,int4,False,20,1,0.07886521021525066,6.6925048828125,7.2218017578125,0,191.86874628067017,20.428759574890137
falcon-7b,1,6,2 1 1 1 1 1,int4,False,10,1,0.058017333348592125,6.7882080078125,7.3175048828125,0,196.69881176948547,20.996511936187744
falcon-7b,1,6,2 1 1 1 1 1,int4,False,20,1,0.08655134836832683,6.7882080078125,7.3175048828125,0,196.69881176948547,20.947142362594604
falcon-7b,1,7,1 1 1 1 1 1 1,float16,False,10,1,0.08905736605326335,8.88702392578125,9.57452392578125,0,192.50757551193237,22.872862815856934
falcon-7b,1,7,1 1 1 1 1 1 1,float16,False,20,1,0.1509226163228353,8.88897705078125,9.57452392578125,0,192.50757551193237,23.372891187667847
falcon-7b,1,7,2 1 1 1 1 1 1,float16,False,10,1,0.10022211074829102,9.32452392578125,9.96905517578125,23.866806745529175,196.37064123153687,22.925467014312744
falcon-7b,1,7,2 1 1 1 1 1 1,float16,False,20,1,0.16809447606404623,9.36553955078125,9.96905517578125,23.866806745529175,196.37064123153687,23.563369512557983
falcon-7b,1,7,1 1 1 1 1 1 1,int8,False,10,1,0.06833402315775554,7.57647705078125,8.18585205078125,0,212.23958015441895,22.20548677444458
falcon-7b,1,7,1 1 1 1 1 1 1,int8,False,20,1,0.1074999173482259,7.57647705078125,8.18585205078125,0,212.23958015441895,22.531729459762573
falcon-7b,1,7,2 1 1 1 1 1 1,int8,False,10,1,0.0749196211496989,7.76983642578125,8.37921142578125,0,215.3507719039917,21.994521617889404
falcon-7b,1,7,2 1 1 1 1 1 1,int8,False,20,1,0.11739476521809895,7.76983642578125,8.37921142578125,0,215.3507719039917,22.186869382858276
falcon-7b,1,7,1 1 1 1 1 1 1,int4,False,10,1,0.05958843231201172,6.90655517578125,7.51593017578125,0,218.53440976142883,21.73372530937195
falcon-7b,1,7,1 1 1 1 1 1 1,int4,False,20,1,0.08822051684061687,6.86553955078125,7.51593017578125,0,218.53440976142883,22.272685766220093
falcon-7b,1,7,2 1 1 1 1 1 1,int4,False,10,1,0.06317512194315593,7.00225830078125,7.61163330078125,0,223.24515295028687,21.724868535995483
falcon-7b,1,7,2 1 1 1 1 1 1,int4,False,20,1,0.09542290369669597,7.00225830078125,7.61163330078125,0,223.24515295028687,22.233521699905396
falcon-7b,1,8,1 1 1 1 1 1 1 1,float16,False,10,1,0.10027241706848145,10.70654296875,11.69482421875,0,217.07484674453735,25.71569561958313
falcon-7b,1,8,1 1 1 1 1 1 1 1,float16,False,20,1,0.1694966952006022,10.70654296875,11.69482421875,0,217.07484674453735,26.56802487373352
falcon-7b,1,8,2 1 1 1 1 1 1 1,float16,False,10,1,0.11034289995829265,11.17138671875,12.15966796875,28.813708066940308,220.85612297058105,26.22004795074463
falcon-7b,1,8,2 1 1 1 1 1 1 1,float16,False,20,1,0.1853046417236328,11.17138671875,12.15966796875,28.813708066940308,220.85612297058105,26.640809297561646
falcon-7b,1,8,1 1 1 1 1 1 1 1,int8,False,10,1,0.07459497451782227,9.15966796875,10.10693359375,0,237.63792967796326,25.08764410018921
falcon-7b,1,8,1 1 1 1 1 1 1 1,int8,False,20,1,0.11871830622355144,9.15966796875,10.10693359375,0,237.63792967796326,25.31192708015442
falcon-7b,1,8,2 1 1 1 1 1 1 1,int8,False,10,1,0.08115927378336589,9.35302734375,10.30029296875,0,242.2438838481903,24.97540259361267
falcon-7b,1,8,2 1 1 1 1 1 1 1,int8,False,20,1,0.12938372294108072,9.35302734375,10.30029296875,0,242.2438838481903,25.576493740081787
falcon-7b,1,8,1 1 1 1 1 1 1 1,int4,False,10,1,0.06567120552062988,8.39404296875,9.34130859375,0,244.83906817436218,24.9348566532135
falcon-7b,1,8,1 1 1 1 1 1 1 1,int4,False,20,1,0.09508021672566731,8.39404296875,9.34130859375,0,244.83906817436218,25.494323015213013
falcon-7b,1,8,2 1 1 1 1 1 1 1,int4,False,10,1,0.06798958778381348,8.48974609375,9.43701171875,0,250.05506205558777,24.776602745056152
falcon-7b,1,8,2 1 1 1 1 1 1 1,int4,False,20,1,0.10313280423482259,8.48974609375,9.43701171875,0,250.05506205558777,25.07790493965149
falcon-40b,1,1,1,float16,False,10,1,0.05087439219156901,3.76092529296875,3.83319091796875,109.6093966960907,77.7816436290741,8.599949359893799
falcon-40b,1,1,1,float16,False,20,1,0.09081665674845378,3.76092529296875,3.83319091796875,109.6093966960907,77.7816436290741,9.05726671218872
falcon-40b,1,1,2,float16,False,10,1,0.0803680419921875,5.05975341796875,5.13201904296875,90.70221090316772,86.98343634605408,11.558743715286255
falcon-40b,1,1,2,float16,False,20,1,0.14104572931925455,5.05975341796875,5.13201904296875,90.70221090316772,86.98343634605408,10.773219108581543
falcon-40b,1,1,1,int8,False,10,1,0.041519562403361,3.12811279296875,3.20037841796875,0,100.37674641609192,8.182183742523193
falcon-40b,1,1,1,int8,False,20,1,0.0714714527130127,3.12811279296875,3.20037841796875,0,100.37674641609192,8.482151746749878
falcon-40b,1,1,2,int8,False,10,1,0.06280748049418132,3.77850341796875,3.85076904296875,0,115.9527096748352,10.049442529678345
falcon-40b,1,1,2,int8,False,20,1,0.10274998346964519,3.77850341796875,3.85076904296875,0,115.9527096748352,10.577292919158936
falcon-40b,1,1,1,int4,False,10,1,0.03700137138366699,2.81170654296875,2.88397216796875,0,102.13295865058899,9.218194484710693
falcon-40b,1,1,1,int4,False,20,1,0.062227725982666016,2.81170654296875,2.88397216796875,0,102.13295865058899,9.328238725662231
falcon-40b,1,1,2,int4,False,10,1,0.05312848091125488,3.14569091796875,3.21795654296875,0,116.09367418289185,8.892353773117065
falcon-40b,1,1,2,int4,False,20,1,0.08408085505167644,3.14569091796875,3.21795654296875,0,116.09367418289185,9.549263000488281
falcon-40b,1,2,1 1,float16,False,10,1,0.08245356877644856,5.8245849609375,6.0784912109375,0,124.52133440971375,10.982912063598633
falcon-40b,1,2,1 1,float16,False,20,1,0.14449350039164224,5.8245849609375,6.0784912109375,0,124.52133440971375,11.377482891082764
falcon-40b,1,2,2 1,float16,False,10,1,0.11309250195821126,7.1859130859375,7.3773193359375,87.96090412139893,131.07772541046143,12.138059139251709
falcon-40b,1,2,2 1,float16,False,20,1,0.1944408416748047,7.1859130859375,7.3773193359375,87.96090412139893,131.07772541046143,12.598292350769043
falcon-40b,1,2,1 1,int8,False,10,1,0.06438199679056804,4.5589599609375,4.8070068359375,0,151.37044382095337,10.747336626052856
falcon-40b,1,2,1 1,int8,False,20,1,0.10704366366068523,4.5589599609375,4.8070068359375,0,151.37044382095337,10.599827289581299
falcon-40b,1,2,2 1,int8,False,10,1,0.08715399106343587,5.2698974609375,5.4573974609375,0,166.36557006835938,11.741949796676636
falcon-40b,1,2,2 1,int8,False,20,1,0.13585329055786133,5.2093505859375,5.4573974609375,0,166.36557006835938,11.788233995437622
falcon-40b,1,2,1 1,int4,False,10,1,0.05446084340413412,3.9261474609375,4.1741943359375,0,153.69094443321228,10.39986252784729
falcon-40b,1,2,1 1,int4,False,20,1,0.08648045857747395,3.9261474609375,4.1741943359375,0,153.69094443321228,10.624494075775146
falcon-40b,1,2,2 1,int4,False,10,1,0.0702206293741862,4.2601318359375,4.5081787109375,0,170.88036179542542,10.863991737365723
falcon-40b,1,2,2 1,int4,False,20,1,0.10695997873942058,4.2601318359375,4.5081787109375,0,170.88036179542542,11.006667375564575
falcon-40b,1,3,1 1 1,float16,False,10,1,0.11234251658121745,8.08746337890625,8.42730712890625,0,166.34740686416626,14.41388726234436
falcon-40b,1,3,1 1 1,float16,False,20,1,0.19449647267659506,8.08746337890625,8.42730712890625,0,166.34740686416626,15.509024858474731
falcon-40b,1,3,2 1 1,float16,False,10,1,0.15090020497639975,9.45855712890625,9.72613525390625,99.90088510513306,173.46968793869019,15.828080177307129
falcon-40b,1,3,2 1 1,float16,False,20,1,0.24391738573710123,9.44879150390625,9.72613525390625,99.90088510513306,173.46968793869019,16.296995401382446
falcon-40b,1,3,1 1 1,int8,False,10,1,0.08462723096211751,6.18902587890625,6.51715087890625,0,202.01862049102783,14.11249852180481
falcon-40b,1,3,1 1 1,int8,False,20,1,0.13620988527933756,6.18902587890625,6.51715087890625,0,202.01862049102783,14.105050802230835
falcon-40b,1,3,2 1 1,int8,False,10,1,0.1047825813293457,6.89996337890625,7.16754150390625,0,215.23236536979675,14.238279819488525
falcon-40b,1,3,2 1 1,int8,False,20,1,0.16670735677083334,6.89996337890625,7.16754150390625,0,215.23236536979675,14.926920175552368
falcon-40b,1,3,1 1 1,int4,False,10,1,0.06979115804036458,5.23980712890625,5.56793212890625,0,206.7106373310089,13.507573127746582
falcon-40b,1,3,1 1 1,int4,False,20,1,0.10729161898295085,5.23980712890625,5.56793212890625,0,206.7106373310089,13.577625036239624
falcon-40b,1,3,2 1 1,int4,False,10,1,0.08511781692504883,5.57379150390625,5.90191650390625,0,222.99059987068176,13.819584131240845
falcon-40b,1,3,2 1 1,int4,False,20,1,0.12817088762919107,5.59332275390625,5.90191650390625,0,222.99059987068176,13.98496127128601
falcon-40b,1,4,1 1 1 1,float16,False,10,1,0.14239811897277832,10.647216796875,11.072998046875,0,207.3004605770111,17.558231353759766
falcon-40b,1,4,1 1 1 1,float16,False,20,1,0.25338252385457355,10.647216796875,11.072998046875,0,207.3004605770111,18.93300437927246
falcon-40b,1,4,2 1 1 1,float16,False,10,1,0.1716285546620687,11.965576171875,12.371826171875,102.55242085456848,218.98744988441467,18.801917791366577
falcon-40b,1,4,2 1 1 1,float16,False,20,1,0.29454708099365234,11.955810546875,12.371826171875,102.55242085456848,218.98744988441467,20.13926911354065
falcon-40b,1,4,1 1 1 1,int8,False,10,1,0.10951534907023112,8.115966796875,8.524169921875,0,254.24738097190857,16.776158571243286
falcon-40b,1,4,1 1 1 1,int8,False,20,1,0.17299747467041016,8.115966796875,8.524169921875,0,254.24738097190857,17.257821559906006
falcon-40b,1,4,2 1 1 1,int8,False,10,1,0.12958765029907227,8.776123046875,9.174560546875,0,263.6647129058838,17.297102212905884
falcon-40b,1,4,2 1 1 1,int8,False,20,1,0.19764447212219238,8.785888671875,9.174560546875,0,263.6647129058838,18.03987455368042
falcon-40b,1,4,1 1 1 1,int4,False,10,1,0.08688696225484212,6.850341796875,7.258544921875,0,261.12017726898193,16.59199857711792
falcon-40b,1,4,1 1 1 1,int4,False,20,1,0.13744378089904785,6.850341796875,7.258544921875,0,261.12017726898193,17.101306438446045
falcon-40b,1,4,2 1 1 1,int4,False,10,1,0.11108946800231934,7.194091796875,7.592529296875,0,275.34041357040405,17.003796577453613
falcon-40b,1,4,2 1 1 1,int4,False,20,1,0.14971462885538736,7.194091796875,7.592529296875,0,275.34041357040405,17.390733003616333
falcon-40b,1,5,1 1 1 1 1,float16,False,10,1,0.18164380391438803,12.41790771484375,12.92962646484375,0,251.31342935562134,18.8837251663208
falcon-40b,1,5,1 1 1 1 1,float16,False,20,1,0.30183084805806476,12.41790771484375,12.92962646484375,0,251.31342935562134,19.865818977355957
falcon-40b,1,5,2 1 1 1 1,float16,False,10,1,0.20604856808980307,13.74603271484375,14.16595458984375,98.4502546787262,259.16680669784546,19.79853057861328
falcon-40b,1,5,2 1 1 1 1,float16,False,20,1,0.35008438428243,13.74603271484375,14.16595458984375,98.4502546787262,259.16680669784546,20.965272188186646
falcon-40b,1,5,1 1 1 1 1,int8,False,10,1,0.13121525446573892,9.19134521484375,9.67962646484375,0,301.6930868625641,17.900186777114868
falcon-40b,1,5,1 1 1 1 1,int8,False,20,1,0.20444083213806152,9.19134521484375,9.67962646484375,0,301.6930868625641,19.056013107299805
falcon-40b,1,5,2 1 1 1 1,int8,False,10,1,0.15160187085469565,9.91204833984375,10.33001708984375,0,315.7396378517151,18.92238974571228
falcon-40b,1,5,2 1 1 1 1,int8,False,20,1,0.23496619860331217,9.87103271484375,10.33001708984375,0,315.7396378517151,19.191373586654663
falcon-40b,1,5,1 1 1 1 1,int4,False,10,1,0.10707934697469075,7.60931396484375,8.09759521484375,0,312.6765856742859,18.019261837005615
falcon-40b,1,5,1 1 1 1 1,int4,False,20,1,0.15682490666707358,7.60931396484375,8.09759521484375,0,312.6765856742859,18.29296350479126
falcon-40b,1,5,2 1 1 1 1,int4,False,10,1,0.12795400619506836,8.02337646484375,8.43157958984375,0,330.8104422092438,17.7467098236084
falcon-40b,1,5,2 1 1 1 1,int4,False,20,1,0.17681399981180826,7.94329833984375,8.43157958984375,0,330.8104422092438,18.420671224594116
falcon-40b,1,6,1 1 1 1 1 1,float16,False,10,1,0.2069530487060547,15.1417236328125,15.7393798828125,0,295.6560010910034,22.823630332946777
falcon-40b,1,6,1 1 1 1 1 1,float16,False,20,1,0.35109615325927734,15.1417236328125,15.7393798828125,0,295.6560010910034,23.885453462600708
falcon-40b,1,6,2 1 1 1 1 1,float16,False,10,1,0.23724126815795898,16.5421142578125,17.0382080078125,98.49149107933044,304.2076952457428,23.93014669418335
falcon-40b,1,6,2 1 1 1 1 1,float16,False,20,1,0.4038403828938802,16.5401611328125,17.0382080078125,98.49149107933044,304.2076952457428,25.851057767868042
falcon-40b,1,6,1 1 1 1 1 1,int8,False,10,1,0.15230989456176758,11.3448486328125,11.9132080078125,0,354.2517764568329,21.626267433166504
falcon-40b,1,6,1 1 1 1 1 1,int8,False,20,1,0.23565196990966797,11.3448486328125,11.9132080078125,0,354.2517764568329,22.32379937171936
falcon-40b,1,6,2 1 1 1 1 1,int8,False,10,1,0.1726362705230713,12.0343017578125,12.5635986328125,0,371.26232051849365,22.328091621398926
falcon-40b,1,6,2 1 1 1 1 1,int8,False,20,1,0.2654107411702474,12.0245361328125,12.5635986328125,0,371.26232051849365,22.842777252197266
falcon-40b,1,6,1 1 1 1 1 1,int4,False,10,1,0.12372287114461263,9.4464111328125,10.0147705078125,0,369.95635771751404,21.3973171710968
falcon-40b,1,6,1 1 1 1 1 1,int4,False,20,1,0.1778717835744222,9.4464111328125,10.0147705078125,0,369.95635771751404,21.60737705230713
falcon-40b,1,6,2 1 1 1 1 1,int4,False,10,1,0.13771533966064453,9.8194580078125,10.3487548828125,0,385.4152579307556,21.65048336982727
falcon-40b,1,6,2 1 1 1 1 1,int4,False,20,1,0.19833087921142578,9.8194580078125,10.3487548828125,0,385.4152579307556,22.432745933532715
falcon-40b,1,7,1 1 1 1 1 1 1,float16,False,10,1,0.23806254069010416,16.51788330078125,17.30694580078125,0,350.33318638801575,23.87087106704712
falcon-40b,1,7,1 1 1 1 1 1 1,float16,False,20,1,0.4009462197621663,16.54132080078125,17.30694580078125,0,350.33318638801575,25.15373921394348
falcon-40b,1,7,2 1 1 1 1 1 1,float16,False,10,1,0.27335476875305176,18.03350830078125,18.60577392578125,103.23794651031494,350.99998140335083,24.534488916397095
falcon-40b,1,7,2 1 1 1 1 1 1,float16,False,20,1,0.45227281252543133,18.02374267578125,18.60577392578125,103.23794651031494,350.99998140335083,26.322553873062134
falcon-40b,1,7,1 1 1 1 1 1 1,int8,False,10,1,0.17281715075174967,12.19366455078125,12.84210205078125,0,407.8465201854706,24.038026332855225
falcon-40b,1,7,1 1 1 1 1 1 1,int8,False,20,1,0.27268163363138836,12.19366455078125,12.84210205078125,0,407.8465201854706,24.330490827560425
falcon-40b,1,7,2 1 1 1 1 1 1,int8,False,10,1,0.20055150985717773,12.92413330078125,13.49249267578125,0,418.23423051834106,23.48863434791565
falcon-40b,1,7,2 1 1 1 1 1 1,int8,False,20,1,0.2956113815307617,12.93389892578125,13.49249267578125,0,418.23423051834106,24.209972143173218
falcon-40b,1,7,1 1 1 1 1 1 1,int4,False,10,1,0.1389497915903727,9.97882080078125,10.62725830078125,0,427.4300682544708,22.765933513641357
falcon-40b,1,7,1 1 1 1 1 1 1,int4,False,20,1,0.19857915242513022,9.98858642578125,10.62725830078125,0,427.4300682544708,23.00546431541443
falcon-40b,1,7,2 1 1 1 1 1 1,int4,False,10,1,0.15857585271199545,10.34210205078125,10.96124267578125,0,438.00534439086914,22.432564973831177
falcon-40b,1,7,2 1 1 1 1 1 1,int4,False,20,1,0.22043045361836752,10.35186767578125,10.96124267578125,0,438.00534439086914,23.15608048439026
falcon-40b,1,8,1 1 1 1 1 1 1 1,float16,False,10,1,0.26807618141174316,19.26123046875,20.40576171875,0,382.30158162117004,27.073747396469116
falcon-40b,1,8,1 1 1 1 1 1 1 1,float16,False,20,1,0.451996644337972,19.26123046875,20.40576171875,0,382.30158162117004,27.961281776428223
falcon-40b,1,8,2 1 1 1 1 1 1 1,float16,False,10,1,0.2966598669687907,20.76708984375,21.70458984375,101.31144070625305,394.4368269443512,28.366178512573242
falcon-40b,1,8,2 1 1 1 1 1 1 1,float16,False,20,1,0.501845121383667,20.74755859375,21.70458984375,101.31144070625305,394.4368269443512,29.212818145751953
falcon-40b,1,8,1 1 1 1 1 1 1 1,int8,False,10,1,0.19295112291971842,14.19873046875,15.30224609375,0,454.13914728164673,25.933647871017456
falcon-40b,1,8,1 1 1 1 1 1 1 1,int8,False,20,1,0.30398980776468915,14.19873046875,15.30224609375,0,454.13914728164673,26.576862335205078
falcon-40b,1,8,2 1 1 1 1 1 1 1,int8,False,10,1,0.2152116298675537,14.84912109375,15.95263671875,0,469.59268283843994,26.515421152114868
falcon-40b,1,8,2 1 1 1 1 1 1 1,int8,False,20,1,0.3269634246826172,14.84912109375,15.95263671875,0,469.59268283843994,27.484520435333252
