Model,TP,PP,PP_Map,DTYPE,INT8_KV_Cache,Output_Lenght,Batch_Size,Latency,Memory-Pre-Run,Memory-After-Run,Time-Gen-Graph,Time-Prof
falcon-7b,1,2,16 16,float16,False,100,1,2.3576579093933105,14.6253662109375,14.8499755859375,94.81039357185364,26.236133098602295
falcon-7b,1,2,16 16,float16,False,200,1,4.593509991963704,14.6253662109375,14.8499755859375,94.81039357185364,37.40269207954407
falcon-7b,1,2,16 16,int8,False,10,1,0.2406005859375,8.4378662109375,8.6585693359375,177.83923482894897,13.318623304367065
falcon-7b,1,2,16 16,int8,False,20,1,0.36799049377441406,8.4378662109375,8.6585693359375,177.83923482894897,13.987372159957886
falcon-7b,1,2,16 16,int8,False,50,1,0.7395655314127604,8.4378662109375,8.6585693359375,177.83923482894897,15.608569860458374
falcon-7b,1,2,16 16,int8,False,100,1,1.362546443939209,8.4378662109375,8.6585693359375,177.83923482894897,18.821860790252686
falcon-7b,1,2,16 16,int8,False,200,1,2.608114719390869,8.4378662109375,8.6585693359375,177.83923482894897,25.019182682037354
falcon-7b,1,2,16 16,int4,False,10,1,0.19832404454549155,5.3519287109375,5.5726318359375,216.61762499809265,12.45782208442688
falcon-7b,1,2,16 16,int4,False,20,1,0.2744327386220296,5.3519287109375,5.5726318359375,216.61762499809265,12.59284257888794
falcon-7b,1,2,16 16,int4,False,50,1,0.5065028667449951,5.3519287109375,5.5726318359375,216.61762499809265,13.710012435913086
falcon-7b,1,2,16 16,int4,False,100,1,0.8978519439697266,5.3519287109375,5.5726318359375,216.61762499809265,15.869311332702637
falcon-7b,1,2,16 16,int4,False,200,1,1.6727540493011475,5.3519287109375,5.5726318359375,216.61762499809265,19.71303367614746
falcon-7b,1,3,11 11 10,float16,False,10,1,0.3320002555847168,15.53668212890625,15.84332275390625,104.16278386116028,17.638417720794678
falcon-7b,1,3,11 11 10,float16,False,20,1,0.5541974703470866,15.57965087890625,15.84136962890625,104.16278386116028,19.28525948524475
falcon-7b,1,3,11 11 10,float16,False,50,1,1.2210770448048909,15.58160400390625,15.84136962890625,104.16278386116028,22.855154275894165
falcon-7b,1,3,11 11 10,float16,False,100,1,2.337547779083252,15.57965087890625,15.84332275390625,104.16278386116028,28.517531394958496
falcon-7b,1,3,11 11 10,float16,False,200,1,4.560001929601033,15.53668212890625,15.84527587890625,104.16278386116028,39.655102252960205
falcon-7b,1,3,11 11 10,int8,False,10,1,0.23434249560038248,9.33746337890625,9.63043212890625,185.9366374015808,15.188218832015991
falcon-7b,1,3,11 11 10,int8,False,20,1,0.3542492389678955,9.33746337890625,9.63043212890625,185.9366374015808,16.108686447143555
falcon-7b,1,3,11 11 10,int8,False,50,1,0.7207939624786377,9.38043212890625,9.63043212890625,185.9366374015808,17.801923751831055
falcon-7b,1,3,11 11 10,int8,False,100,1,1.3346219857533772,9.33746337890625,9.63238525390625,185.9366374015808,20.895235061645508
falcon-7b,1,3,11 11 10,int8,False,200,1,2.5639392534891763,9.33746337890625,9.63043212890625,185.9366374015808,26.82991886138916
falcon-7b,1,3,11 11 10,int4,False,10,1,0.18759679794311523,6.25152587890625,6.54644775390625,213.5571014881134,14.218236684799194
falcon-7b,1,3,11 11 10,int4,False,20,1,0.26371033986409503,6.25152587890625,6.54449462890625,213.5571014881134,15.052613258361816
falcon-7b,1,3,11 11 10,int4,False,50,1,0.4917573134104411,6.25152587890625,6.54840087890625,213.5571014881134,15.947078227996826
falcon-7b,1,3,11 11 10,int4,False,100,1,0.8704884052276611,6.25152587890625,6.54449462890625,213.5571014881134,17.77976894378662
falcon-7b,1,3,11 11 10,int4,False,200,1,1.6317028999328613,6.25152587890625,6.54644775390625,213.5571014881134,21.809128761291504
falcon-7b,1,4,8 8 8 8,float16,False,10,1,0.32848278681437176,16.934326171875,17.283935546875,111.10406470298767,19.602773189544678
falcon-7b,1,4,8 8 8 8,float16,False,20,1,0.5506463845570883,16.891357421875,17.283935546875,111.10406470298767,21.186511039733887
falcon-7b,1,4,8 8 8 8,float16,False,50,1,1.2168529828389485,16.944091796875,17.285888671875,111.10406470298767,24.578046083450317
falcon-7b,1,4,8 8 8 8,float16,False,100,1,2.3294397989908853,16.891357421875,17.283935546875,111.10406470298767,29.721352100372314
falcon-7b,1,4,8 8 8 8,float16,False,200,1,4.550036589304606,16.891357421875,17.287841796875,111.10406470298767,40.96551537513733
falcon-7b,1,4,8 8 8 8,int8,False,10,1,0.22783931096394858,10.541748046875,10.918701171875,191.72340035438538,17.9967257976532
falcon-7b,1,4,8 8 8 8,int8,False,20,1,0.3505864938100179,10.541748046875,10.916748046875,191.72340035438538,18.58716654777527
falcon-7b,1,4,8 8 8 8,int8,False,50,1,0.7186125914255778,10.500732421875,10.918701171875,191.72340035438538,20.08438277244568
falcon-7b,1,4,8 8 8 8,int8,False,100,1,1.3287821610768635,10.541748046875,10.916748046875,191.72340035438538,23.538196563720703
falcon-7b,1,4,8 8 8 8,int8,False,200,1,2.5580642223358154,10.541748046875,10.916748046875,191.72340035438538,29.593422174453735
falcon-7b,1,4,8 8 8 8,int4,False,10,1,0.18400009473164877,7.455810546875,7.830810546875,240.96032190322876,17.522238969802856
falcon-7b,1,4,8 8 8 8,int4,False,20,1,0.2600990931193034,7.410888671875,7.830810546875,240.96032190322876,17.77079701423645
falcon-7b,1,4,8 8 8 8,int4,False,50,1,0.48787911732991535,7.410888671875,7.830810546875,240.96032190322876,18.99300265312195
falcon-7b,1,4,8 8 8 8,int4,False,100,1,0.8713170687357584,7.371826171875,7.830810546875,240.96032190322876,20.271140575408936
falcon-7b,1,4,8 8 8 8,int4,False,200,1,1.6271180311838787,7.455810546875,7.832763671875,240.96032190322876,24.6089448928833
falcon-7b,1,5,7 7 6 6 6,float16,False,10,1,0.3304602305094401,17.11517333984375,17.59564208984375,122.3929090499878,20.839022159576416
falcon-7b,1,5,7 7 6 6 6,float16,False,20,1,0.5522870222727457,17.11712646484375,17.59564208984375,122.3929090499878,22.368911266326904
falcon-7b,1,5,7 7 6 6 6,float16,False,50,1,1.2173720995585124,17.03314208984375,17.59564208984375,122.3929090499878,25.022230625152588
falcon-7b,1,5,7 7 6 6 6,float16,False,100,1,2.3272131284077964,17.11712646484375,17.59368896484375,122.3929090499878,30.76766586303711
falcon-7b,1,5,7 7 6 6 6,float16,False,200,1,4.550950288772583,17.12689208984375,17.59564208984375,122.3929090499878,41.708309173583984
falcon-7b,1,5,7 7 6 6 6,int8,False,10,1,0.2312480608622233,10.88275146484375,11.33782958984375,201.48978662490845,18.725885152816772
falcon-7b,1,5,7 7 6 6 6,int8,False,20,1,0.3529174327850342,10.88275146484375,11.33587646484375,201.48978662490845,19.744555473327637
falcon-7b,1,5,7 7 6 6 6,int8,False,50,1,0.7199920813242594,10.88275146484375,11.33587646484375,201.48978662490845,21.700234413146973
falcon-7b,1,5,7 7 6 6 6,int8,False,100,1,1.3325772285461426,10.88275146484375,11.33587646484375,201.48978662490845,24.205068111419678
falcon-7b,1,5,7 7 6 6 6,int8,False,200,1,2.555130879084269,10.88275146484375,11.33782958984375,201.48978662490845,30.717623710632324
falcon-7b,1,5,7 7 6 6 6,int4,False,10,1,0.18964417775472006,7.83197021484375,8.28509521484375,231.88504481315613,18.54350447654724
falcon-7b,1,5,7 7 6 6 6,int4,False,20,1,0.26325567563374835,7.83197021484375,8.28704833984375,231.88504481315613,18.54642415046692
falcon-7b,1,5,7 7 6 6 6,int4,False,50,1,0.4916856288909912,7.83197021484375,8.28509521484375,231.88504481315613,19.6826114654541
falcon-7b,1,5,7 7 6 6 6,int4,False,100,1,0.8714017868041992,7.83197021484375,8.28704833984375,231.88504481315613,21.474507808685303
falcon-7b,1,5,7 7 6 6 6,int4,False,200,1,1.6284253597259521,7.83392333984375,8.29095458984375,231.88504481315613,25.51454758644104
falcon-7b,1,6,6 6 5 5 5 5,float16,False,10,1,0.3297015031178792,18.5616455078125,19.1710205078125,128.8466920852661,23.99034571647644
falcon-7b,1,6,6 6 5 5 5 5,float16,False,20,1,0.5528349081675211,18.6046142578125,19.1690673828125,128.8466920852661,25.333109378814697
falcon-7b,1,6,6 6 5 5 5 5,float16,False,50,1,1.2181801795959473,18.6046142578125,19.1729736328125,128.8466920852661,28.261367082595825
falcon-7b,1,6,6 6 5 5 5 5,float16,False,100,1,2.3261214097340903,18.6046142578125,19.1690673828125,128.8466920852661,33.93279981613159
falcon-7b,1,6,6 6 5 5 5 5,float16,False,200,1,4.541057666142781,18.6456298828125,19.1690673828125,128.8466920852661,44.78999161720276
falcon-7b,1,6,6 6 5 5 5 5,int8,False,10,1,0.23072226842244467,12.3057861328125,12.8409423828125,211.08878898620605,21.759541273117065
