time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.post_attention_layernorm.min,time_stats.post_attention_layernorm.max,time_stats.post_attention_layernorm.mean,time_stats.post_attention_layernorm.median,time_stats.post_attention_layernorm.std,time_stats.mlp_up_proj.min,time_stats.mlp_up_proj.max,time_stats.mlp_up_proj.mean,time_stats.mlp_up_proj.median,time_stats.mlp_up_proj.std,time_stats.mlp_act.min,time_stats.mlp_act.max,time_stats.mlp_act.mean,time_stats.mlp_act.median,time_stats.mlp_act.std,time_stats.mlp_down_proj.min,time_stats.mlp_down_proj.max,time_stats.mlp_down_proj.mean,time_stats.mlp_down_proj.median,time_stats.mlp_down_proj.std,time_stats.add.min,time_stats.add.max,time_stats.add.mean,time_stats.add.median,time_stats.add.std,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,num_tokens,num_tensor_parallel_workers
0.004,0.005,0.004952380952380954,0.005,0.00021295885499997998,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.17400000000000002,0.176,0.17525,0.17500000000000002,0.000766485485837783,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.063,0.065,0.0637,0.064,0.0005567764362830027,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.327,0.329,0.32799999999999996,0.328,0.0008366600265340762,0.008,0.008,0.008000000000000002,0.008,1.734723475976807e-18,0.17,0.171,0.17059999999999997,0.171,0.0004898979485566361,0.002,0.002,0.0020000000000000005,0.002,4.336808689942018e-19,32,32,4096,11008,32768,True,72,1
0.004,0.005,0.004952380952380954,0.005,0.00021295885499997998,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.153,0.157,0.15444999999999998,0.154,0.0010712142642814286,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.057,0.059000000000000004,0.05850000000000001,0.059000000000000004,0.0005916079783099621,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.34800000000000003,0.354,0.35145,0.35100000000000003,0.002011839953873048,0.006,0.007,0.006750000000000002,0.007,0.0004330127018922194,0.14,0.14300000000000002,0.14190000000000003,0.14200000000000002,0.0007681145747868615,0.002,0.002,0.0020000000000000005,0.002,4.336808689942018e-19,32,32,4096,11008,32768,True,64,1
0.004,0.005,0.004047619047619048,0.004,0.00021295885499997998,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.153,0.156,0.15414999999999998,0.154,0.0007262919523166982,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.055,0.056,0.0551,0.055,0.00030000000000000024,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.34700000000000003,0.362,0.3530000000000001,0.3525,0.004690415759823411,0.006,0.007,0.006300000000000002,0.006,0.000458257569495584,0.137,0.139,0.13820000000000002,0.138,0.0006000000000000005,0.002,0.002,0.0020000000000000005,0.002,4.336808689942018e-19,32,32,4096,11008,32768,True,56,1
0.003,0.004,0.003952380952380953,0.004,0.00021295885499997998,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.153,0.154,0.15345,0.153,0.0004974937185533104,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.054,0.055,0.054849999999999996,0.055,0.00035707142142714284,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.34,0.359,0.34675,0.34550000000000003,0.005028667815634663,0.006,0.007,0.006100000000000001,0.006,0.00030000000000000003,0.137,0.139,0.13775,0.1375,0.0008291561975888507,0.002,0.002,0.0020000000000000005,0.002,4.336808689942018e-19,32,32,4096,11008,32768,True,48,1
0.003,0.004,0.003952380952380953,0.004,0.00021295885499997998,0.003,0.004,0.0038000000000000004,0.004,0.0004,0.152,0.154,0.15325,0.153,0.0006982120021884477,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.054,0.054,0.054000000000000006,0.054,6.938893903907228e-18,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.339,0.35000000000000003,0.3435,0.34400000000000003,0.0025980762113533185,0.006,0.006,0.006000000000000001,0.006,8.673617379884035e-19,0.135,0.137,0.13610000000000003,0.136,0.0005385164807134509,0.002,0.002,0.0020000000000000005,0.002,4.336808689942018e-19,32,32,4096,11008,32768,True,40,1
0.003,0.004,0.0035714285714285718,0.004,0.0004948716593053935,0.003,0.004,0.00355,0.004,0.00049749371855331,0.166,0.167,0.16639999999999996,0.166,0.0004898979485566361,0.005,0.006,0.005950000000000001,0.006,0.00021794494717703366,0.053,0.054,0.053750000000000006,0.054,0.0004330127018922197,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.279,0.28,0.2799000000000001,0.28,0.0003000000000000003,0.007,0.007,0.007000000000000001,0.007,8.673617379884035e-19,0.134,0.136,0.13505,0.135,0.0008046738469715547,0.002,0.002,0.0020000000000000005,0.002,4.336808689942018e-19,32,32,4096,11008,32768,True,32,1
0.003,0.003,0.0030000000000000005,0.003,4.336808689942018e-19,0.003,0.003,0.0030000000000000005,0.003,4.336808689942018e-19,0.151,0.153,0.15265,0.153,0.0005722761571129803,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.053,0.055,0.054000000000000006,0.054,0.0003162277660168382,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.28700000000000003,0.296,0.2912,0.2905,0.002501999200639355,0.006,0.006,0.006000000000000001,0.006,8.673617379884035e-19,0.134,0.136,0.13499999999999998,0.135,0.0006324555320336764,0.002,0.002,0.0020000000000000005,0.002,4.336808689942018e-19,32,32,4096,11008,32768,True,24,1
0.007,0.01,0.009857142857142861,0.01,0.00063887656499994,0.003,0.003,0.0030000000000000005,0.003,4.336808689942018e-19,0.151,0.153,0.1518,0.152,0.0005099019513592789,0.005,0.006,0.005300000000000001,0.005,0.00045825756949558405,0.053,0.054,0.05305,0.053,0.0002179449471770339,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.268,0.27,0.26930000000000004,0.269,0.0005567764362830027,0.007,0.007,0.007000000000000001,0.007,8.673617379884035e-19,0.133,0.134,0.13369999999999999,0.134,0.0004582575694955844,0.002,0.002,0.0020000000000000005,0.002,4.336808689942018e-19,32,32,4096,11008,32768,True,16,1
0.004,0.006,0.005904761904761906,0.006,0.00042591770999995997,0.003,0.003,0.0030000000000000005,0.003,4.336808689942018e-19,0.146,0.148,0.1474,0.147,0.0005830951894845307,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.053,0.053,0.053000000000000005,0.053,6.938893903907228e-18,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.266,0.267,0.2662,0.266,0.0004000000000000003,0.007,0.007,0.007000000000000001,0.007,8.673617379884035e-19,0.132,0.134,0.13275,0.133,0.0006224949798994371,0.001,0.002,0.0015500000000000004,0.002,0.0004974937185533098,32,32,4096,11008,32768,True,8,1
0.003,0.004,0.003952380952380953,0.004,0.00021295885499997998,0.003,0.003,0.0030000000000000005,0.003,4.336808689942018e-19,0.146,0.147,0.14674999999999996,0.147,0.0004330127018922197,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.052000000000000005,0.053,0.05250000000000001,0.052500000000000005,0.000499999999999997,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.264,0.265,0.26435000000000003,0.264,0.0004769696007084733,0.006,0.007,0.006750000000000002,0.007,0.00043301270189221935,0.132,0.133,0.13255,0.133,0.0004974937185533104,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,32,32,4096,11008,32768,True,4,1
0.002,0.003,0.002333333333333334,0.002,0.0004714045207910317,0.003,0.004,0.0032500000000000007,0.003,0.0004330127018922193,0.146,0.147,0.14649999999999996,0.1465,0.0005000000000000006,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.052000000000000005,0.053,0.05230000000000001,0.052000000000000005,0.0004582575694955813,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.262,0.264,0.263,0.263,0.00044721359549995833,0.006,0.007,0.006700000000000002,0.007,0.00045825756949558405,0.132,0.133,0.13225000000000003,0.132,0.0004330127018922197,0.001,0.002,0.0011000000000000003,0.001,0.00030000000000000003,32,32,4096,11008,32768,True,2,1
0.002,0.002,0.0020000000000000005,0.002,4.336808689942018e-19,0.003,0.004,0.003300000000000001,0.003,0.00045825756949558405,0.147,0.149,0.14800000000000002,0.148,0.0003162277660168382,0.005,0.005,0.005000000000000001,0.005,8.673617379884035e-19,0.051000000000000004,0.052000000000000005,0.05195000000000001,0.052000000000000005,0.00021794494717703385,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.261,0.263,0.26225000000000004,0.262,0.0005361902647381809,0.006,0.007,0.006300000000000002,0.006,0.000458257569495584,0.131,0.132,0.13145,0.131,0.0004974937185533104,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,32,32,4096,11008,32768,True,1,1
0.171,0.188,0.18319047619047618,0.186,0.005720631397211884,0.151,0.163,0.15865,0.1605,0.003691544392256447,1.58,1.7650000000000001,1.7110500000000002,1.736,0.05407168852551213,0.106,0.107,0.10685000000000003,0.107,0.00035707142142714284,0.547,0.607,0.5908,0.6005,0.01796552253623588,0.151,0.162,0.15925,0.161,0.003269174207655508,2.816,3.055,2.9832,3.0185,0.07294696703770491,0.211,0.219,0.21639999999999998,0.217,0.002200000000000002,1.434,1.62,1.5723500000000001,1.605,0.06009432169514852,0.145,0.148,0.14584999999999998,0.146,0.0008529361054615998,32,32,4096,11008,32768,True,4096,2
0.164,0.19,0.18257142857142855,0.187,0.009781281582070677,0.145,0.163,0.15850000000000003,0.161,0.0063047601064592515,1.578,1.7810000000000001,1.7248999999999999,1.756,0.07183933462943545,0.105,0.108,0.10670000000000002,0.107,0.0006403124237432856,0.539,0.614,0.59375,0.606,0.027082974356595305,0.145,0.163,0.1585,0.1615,0.006538348415311016,2.77,3.1,3.00595,3.048,0.10580098061927402,0.21,0.219,0.21675,0.218,0.0027906092524751674,1.379,1.6360000000000001,1.5806,1.607,0.08262469364542296,0.145,0.146,0.14529999999999998,0.145,0.0004582575694955844,32,32,4096,11008,32768,True,4096,2
0.169,0.187,0.18095238095238092,0.185,0.0070134305882912935,0.151,0.162,0.1585,0.161,0.0043069710934716095,1.588,1.768,1.70455,1.7389999999999999,0.06597838661258701,0.105,0.107,0.10569999999999999,0.106,0.0006403124237432856,0.552,0.606,0.59035,0.6034999999999999,0.02163394323742204,0.151,0.162,0.1585,0.161,0.0043069710934716095,2.7680000000000002,3.0500000000000003,2.9637000000000002,3.0164999999999997,0.10007602110395872,0.21,0.217,0.21430000000000002,0.2155,0.0023473389188611023,1.442,1.62,1.5710000000000004,1.606,0.06553167173207171,0.14300000000000002,0.145,0.14400000000000004,0.14400000000000002,0.0004472135954999521,32,32,4096,11008,32768,True,4064,2
0.162,0.188,0.1806190476190476,0.186,0.01024219187142409,0.14400000000000002,0.161,0.15665,0.1595,0.006134125854594116,1.578,1.774,1.7238,1.7590000000000001,0.07020584021290537,0.10300000000000001,0.105,0.10435000000000001,0.10400000000000001,0.000572276157112974,0.542,0.616,0.5988,0.6114999999999999,0.027485632610511238,0.14400000000000002,0.161,0.15675,0.16,0.006267974154381938,2.829,3.085,3.0162500000000003,3.0645000000000002,0.09309236005172498,0.20700000000000002,0.217,0.21405000000000002,0.215,0.003106042498099464,1.3960000000000001,1.6340000000000001,1.5913499999999998,1.6320000000000001,0.08215672522684919,0.14200000000000002,0.14400000000000002,0.14265,0.14300000000000002,0.0006538348415311016,32,32,4096,11008,32768,True,4032,2
0.161,0.189,0.1792857142857143,0.185,0.01070888752900335,0.14400000000000002,0.161,0.15630000000000005,0.16,0.0066640828326184525,1.567,1.788,1.7229500000000002,1.7690000000000001,0.08588275438060894,0.10200000000000001,0.105,0.10370000000000001,0.10400000000000001,0.0007810249675906639,0.598,0.654,0.6354500000000001,0.647,0.021261408702153317,0.14400000000000002,0.161,0.15615,0.16,0.0065823627976586046,2.734,3.114,3.0166500000000003,3.0785,0.13570492806084822,0.20600000000000002,0.215,0.21270000000000003,0.214,0.003287856444554711,1.458,1.659,1.6081499999999997,1.641,0.07304401070587516,0.14100000000000001,0.14400000000000002,0.1418,0.14200000000000002,0.0008124038404635968,32,32,4096,11008,32768,True,4000,2
0.166,0.187,0.18023809523809525,0.185,0.008518354199999193,0.148,0.161,0.15755000000000002,0.161,0.005526979283478459,1.498,1.722,1.6554000000000002,1.702,0.08845473418647527,0.10400000000000001,0.106,0.1049,0.105,0.0006244997998398352,0.5760000000000001,0.632,0.6171,0.627,0.019216919628285912,0.14300000000000002,0.161,0.15700000000000003,0.16,0.005873670062235368,2.712,3.0260000000000002,2.93385,2.9935,0.12032509089961246,0.20500000000000002,0.214,0.21150000000000002,0.213,0.0028195744359743283,1.445,1.616,1.573,1.6019999999999999,0.06309833595270163,0.14200000000000002,0.14400000000000002,0.14279999999999998,0.14300000000000002,0.0006000000000000006,32,32,4096,11008,32768,True,3968,2
0.157,0.186,0.17809523809523806,0.184,0.010609540907911328,0.14,0.159,0.15465,0.158,0.0067251394037595915,1.488,1.724,1.67095,1.714,0.08981730067197521,0.10300000000000001,0.105,0.10395000000000001,0.10400000000000001,0.0005894913061275767,0.5720000000000001,0.63,0.61535,0.625,0.020732281591759237,0.14,0.159,0.1544,0.158,0.006858571279792894,2.644,3.036,2.9398500000000003,3.0055,0.1434689077814423,0.202,0.212,0.20945,0.211,0.003639711527030672,1.3980000000000001,1.608,1.5604,1.5925,0.07021851607660189,0.14,0.14200000000000002,0.14105000000000004,0.14100000000000001,0.0005894913061275802,32,32,4096,11008,32768,True,3936,2
0.156,0.18,0.174,0.179,0.008557925872435163,0.14,0.156,0.15204999999999996,0.155,0.005563047725842369,1.3920000000000001,1.575,1.5309500000000003,1.573,0.07068838306256547,0.10200000000000001,0.10400000000000001,0.10310000000000001,0.10300000000000001,0.0006244997998398403,0.481,0.547,0.5333999999999999,0.546,0.021900684920796446,0.14100000000000001,0.156,0.15269999999999997,0.155,0.004754997371187492,2.484,2.7880000000000003,2.72175,2.783,0.10708495459213681,0.201,0.21,0.20690000000000003,0.20800000000000002,0.0027910571473905685,1.205,1.3860000000000001,1.34935,1.385,0.06407517069817296,0.14100000000000001,0.145,0.14209999999999998,0.14200000000000002,0.000888819441731555,32,32,4096,11008,32768,True,3904,2
0.17500000000000002,0.181,0.1779047619047619,0.178,0.0016007367918068167,0.153,0.156,0.15474999999999994,0.155,0.0007664854858377954,1.544,1.588,1.5702500000000001,1.573,0.011708437128840041,0.10200000000000001,0.10300000000000001,0.10250000000000001,0.10250000000000001,0.0005000000000000004,0.536,0.551,0.5439499999999999,0.545,0.0037878093933037373,0.153,0.156,0.15459999999999996,0.155,0.0008000000000000006,2.737,2.813,2.7797,2.7880000000000003,0.021130783232052773,0.20500000000000002,0.20800000000000002,0.2064,0.20600000000000002,0.000734846922834954,1.359,1.397,1.3803500000000002,1.3840000000000001,0.009936171294819782,0.14,0.14200000000000002,0.1408,0.14100000000000001,0.0006000000000000005,32,32,4096,11008,32768,True,3872,2
0.17300000000000001,0.178,0.1753809523809524,0.176,0.0011328930717495436,0.15,0.152,0.1513,0.151,0.0007141428428542857,1.536,1.577,1.5589499999999998,1.563,0.011227087779117084,0.101,0.10200000000000001,0.1015,0.1015,0.0005000000000000004,0.533,0.548,0.5418,0.543,0.0038418745424597133,0.15,0.152,0.15104999999999996,0.151,0.0005894913061275804,2.72,2.797,2.7627999999999995,2.7705,0.0177217380637453,0.202,0.20400000000000001,0.20290000000000002,0.203,0.000538516480713451,1.348,1.385,1.3679000000000003,1.373,0.009893937537704567,0.138,0.14,0.13890000000000002,0.139,0.0006244997998398404,32,32,4096,11008,32768,True,3840,2
0.171,0.176,0.17452380952380953,0.17500000000000002,0.0013316315670580492,0.149,0.153,0.15130000000000002,0.152,0.001100000000000001,1.5310000000000001,1.577,1.5633500000000002,1.572,0.014633096049708649,0.1,0.101,0.10070000000000001,0.101,0.00045825756949558437,0.531,0.548,0.5417499999999998,0.544,0.004978704650810293,0.149,0.152,0.15120000000000003,0.1515,0.0010295630140987008,2.713,2.789,2.7708500000000003,2.7830000000000004,0.0223992745418239,0.2,0.203,0.2017,0.202,0.0007141428428542855,1.347,1.387,1.37745,1.3840000000000001,0.01158220618017139,0.137,0.139,0.13785,0.138,0.0006538348415311016,32,32,4096,11008,32768,True,3808,2
0.17200000000000001,0.176,0.17438095238095236,0.17400000000000002,0.001326513169255622,0.148,0.151,0.14949999999999997,0.1495,0.0008062257748298557,1.557,1.587,1.5737,1.571,0.008626123115281872,0.099,0.1,0.09980000000000003,0.1,0.00040000000000000034,0.54,0.554,0.5464000000000001,0.545,0.003733630940518897,0.148,0.151,0.14934999999999998,0.149,0.0007262919523166982,2.753,2.813,2.789,2.785,0.015849290204927133,0.199,0.202,0.20055,0.2005,0.0007399324293474377,1.375,1.401,1.39025,1.3880000000000001,0.00849043579564679,0.137,0.14,0.1375,0.137,0.0007416198487095671,32,32,4096,11008,32768,True,3776,2
0.167,0.171,0.1693333333333333,0.169,0.0008908708063747488,0.146,0.148,0.1473,0.147,0.0006403124237432853,1.5170000000000001,1.546,1.5420000000000003,1.545,0.008037412518964003,0.098,0.099,0.09855,0.099,0.0004974937185533104,0.53,0.538,0.5360500000000001,0.537,0.002108909670896316,0.145,0.148,0.14694999999999997,0.147,0.0006689544080129832,2.692,2.739,2.7314,2.738,0.016153637361287977,0.196,0.199,0.1974,0.197,0.0006633249580710806,1.339,1.364,1.3600500000000002,1.363,0.007940245588141475,0.136,0.138,0.13645000000000002,0.136,0.0005894913061275802,32,32,4096,11008,32768,True,3744,2
0.168,0.171,0.16909523809523813,0.169,0.001019092121858701,0.146,0.149,0.14744999999999997,0.1475,0.0007399324293474377,1.536,1.572,1.5524,1.5565,0.01117765628385488,0.096,0.097,0.09615000000000003,0.096,0.00035707142142714273,0.534,0.548,0.5398500000000002,0.5395000000000001,0.003953163290328397,0.146,0.148,0.14694999999999997,0.147,0.0006689544080129832,2.571,2.6270000000000002,2.5878,2.591,0.016020611723651476,0.197,0.199,0.198,0.198,0.00044721359549995833,1.36,1.391,1.3699999999999999,1.369,0.009322016949137136,0.134,0.137,0.13535,0.135,0.0007262919523166982,32,32,4096,11008,32768,True,3712,2
0.164,0.168,0.16699999999999995,0.167,0.0011547005383792527,0.14300000000000002,0.146,0.14445000000000002,0.145,0.0008046738469715426,1.5170000000000001,1.57,1.54705,1.545,0.01407648748800636,0.095,0.096,0.0953,0.095,0.0004582575694955844,0.528,0.549,0.5386000000000001,0.538,0.005453439281774397,0.14200000000000002,0.145,0.14420000000000005,0.14400000000000002,0.0008124038404635858,2.523,2.613,2.5736999999999997,2.5685000000000002,0.022381018743569285,0.195,0.196,0.1956,0.196,0.0004898979485566361,1.361,1.407,1.38815,1.3860000000000001,0.01150771480355678,0.129,0.13,0.12969999999999998,0.13,0.0004582575694955844,32,32,4096,11008,32768,True,3680,2
0.164,0.168,0.16642857142857143,0.167,0.001217782081194708,0.14300000000000002,0.146,0.1448,0.145,0.0006782329983125171,1.5330000000000001,1.584,1.56305,1.564,0.012047717626172995,0.096,0.097,0.09610000000000002,0.096,0.00030000000000000024,0.531,0.545,0.53955,0.5395000000000001,0.0038402473878644885,0.14300000000000002,0.146,0.14465,0.145,0.0008529361054615887,2.6830000000000003,2.767,2.7332,2.74,0.022231958978011782,0.193,0.196,0.19449999999999998,0.195,0.0008062257748298557,1.346,1.3840000000000001,1.37065,1.371,0.011341406438356773,0.129,0.131,0.12974999999999998,0.13,0.0005361902647381809,32,32,4096,11008,32768,True,3648,2
0.163,0.169,0.16619047619047622,0.166,0.0015922146187905242,0.14200000000000002,0.146,0.14440000000000003,0.14400000000000002,0.0009165151389911576,1.532,1.597,1.56795,1.5665,0.016755521478008368,0.095,0.096,0.09540000000000001,0.095,0.0004898979485566361,0.53,0.553,0.54205,0.541,0.005517925334761251,0.14100000000000001,0.146,0.1442,0.14400000000000002,0.0010770329614268922,2.685,2.791,2.7431000000000005,2.7460000000000004,0.02811387557772847,0.192,0.194,0.193,0.193,0.0007071067811865482,1.346,1.397,1.3762999999999999,1.377,0.014043147795277247,0.128,0.13,0.12895,0.129,0.0005894913061275802,32,32,4096,11008,32768,True,3616,2
0.162,0.166,0.16404761904761905,0.164,0.0010454523047666747,0.14100000000000001,0.14300000000000002,0.14204999999999998,0.14200000000000002,0.0005894913061275804,1.3780000000000001,1.417,1.40135,1.4045,0.009931137900563042,0.095,0.097,0.09600000000000002,0.096,0.00044721359549995833,0.503,0.517,0.5110500000000001,0.512,0.0035563323804166593,0.14100000000000001,0.14300000000000002,0.14225000000000002,0.14200000000000002,0.0006982120021884477,2.634,2.696,2.67945,2.685,0.01637826303366755,0.19,0.193,0.19140000000000001,0.191,0.0008000000000000008,1.358,1.385,1.38015,1.3840000000000001,0.009312760063482792,0.127,0.129,0.12744999999999998,0.127,0.0005894913061275802,32,32,4096,11008,32768,True,3584,2
0.16,0.164,0.16285714285714284,0.163,0.0013196577581477175,0.139,0.14200000000000002,0.1414,0.14200000000000002,0.0009695359714832665,1.363,1.401,1.3925999999999998,1.4000000000000001,0.013143059004661005,0.095,0.096,0.0952,0.095,0.00040000000000000034,0.496,0.513,0.5078,0.51,0.00518266340793998,0.139,0.14300000000000002,0.14150000000000001,0.14200000000000002,0.001161895003862226,2.604,2.685,2.6615499999999996,2.6710000000000003,0.02441203596589191,0.188,0.191,0.18995,0.19,0.0007399324293474377,1.345,1.385,1.37615,1.383,0.013532460973525843,0.125,0.128,0.12655,0.127,0.0006689544080129832,32,32,4096,11008,32768,True,3552,2
0.16,0.163,0.16195238095238093,0.162,0.0009988655696858595,0.138,0.14100000000000001,0.13970000000000002,0.14,0.0007141428428542857,1.387,1.418,1.4053,1.4104999999999999,0.008579627031520638,0.094,0.095,0.09455,0.095,0.0004974937185533104,0.505,0.52,0.5124500000000001,0.514,0.003866199684444665,0.138,0.14100000000000001,0.13965,0.14,0.0006538348415311016,2.636,2.701,2.67895,2.6820000000000004,0.01918195766860097,0.187,0.189,0.18860000000000002,0.189,0.0005830951894845306,1.37,1.3960000000000001,1.38815,1.395,0.009456611443852401,0.124,0.126,0.1248,0.125,0.0006000000000000005,32,32,4096,11008,32768,True,3520,2
0.155,0.16,0.15838095238095237,0.159,0.0012140522651411403,0.136,0.139,0.13765,0.138,0.0008529361054615997,1.351,1.389,1.37735,1.3760000000000001,0.0124429699027202,0.093,0.094,0.09340000000000001,0.093,0.0004898979485566361,0.494,0.508,0.5035000000000001,0.503,0.004642197755374069,0.136,0.138,0.1375,0.138,0.000741619848709567,2.578,2.661,2.63295,2.637,0.022868045390894324,0.184,0.187,0.18555,0.185,0.0008046738469715548,1.333,1.37,1.3588999999999998,1.358,0.011335342959081595,0.123,0.125,0.12390000000000001,0.124,0.00043588989435406776,32,32,4096,11008,32768,True,3488,2
0.157,0.161,0.15842857142857142,0.158,0.0013652639225553776,0.137,0.139,0.13805,0.138,0.0004974937185533105,1.459,1.493,1.4715000000000003,1.4655,0.010428326807307106,0.091,0.092,0.09115,0.091,0.00035707142142714284,0.504,0.519,0.5087500000000001,0.509,0.004825712382643628,0.137,0.139,0.13820000000000002,0.138,0.0006000000000000005,2.547,2.6,2.5685000000000002,2.5685000000000002,0.01229837387624881,0.183,0.186,0.18425,0.184,0.0006224949798994372,1.201,1.23,1.2079499999999999,1.2065000000000001,0.007927641515608508,0.125,0.127,0.12574999999999997,0.126,0.0006982120021884476,32,32,4096,11008,32768,True,3456,2
0.153,0.158,0.15604761904761905,0.156,0.0012140522651411403,0.133,0.136,0.13530000000000003,0.1355,0.0008426149773176365,1.422,1.472,1.45795,1.462,0.01287429609726296,0.09,0.091,0.0903,0.09,0.0004582575694955844,0.491,0.511,0.5025499999999999,0.504,0.005084043666216888,0.133,0.136,0.13489999999999996,0.135,0.0008888194417315595,2.487,2.585,2.5479999999999996,2.5545,0.025542122073155947,0.181,0.184,0.18264999999999995,0.183,0.0006538348415311017,1.168,1.201,1.1965,1.2,0.009881801455200387,0.124,0.127,0.1248,0.125,0.000748331477354789,32,32,4096,11008,32768,True,3424,2
0.153,0.157,0.1547142857142857,0.155,0.0011605769149479956,0.133,0.136,0.13499999999999995,0.135,0.0007071067811865482,1.437,1.476,1.4587999999999999,1.46,0.009887365675446633,0.089,0.091,0.08954999999999999,0.0895,0.0005894913061275802,0.497,0.513,0.5046499999999999,0.504,0.00396579121992069,0.133,0.136,0.13474999999999998,0.135,0.0006224949798994372,2.505,2.581,2.5506,2.556,0.02022968116407179,0.18,0.182,0.18109999999999998,0.181,0.0007000000000000008,1.181,1.217,1.1998499999999999,1.2,0.009067938023608252,0.122,0.125,0.12345000000000002,0.123,0.000668954408012983,32,32,4096,11008,32768,True,3392,2
0.153,0.156,0.15428571428571425,0.154,0.0008806305718527116,0.132,0.134,0.13269999999999998,0.133,0.0005567764362830027,1.456,1.493,1.4694500000000001,1.4715,0.009008190717341649,0.088,0.089,0.0883,0.088,0.0004582575694955844,0.503,0.519,0.5078499999999998,0.508,0.0036779749863206004,0.132,0.134,0.13285,0.133,0.0006538348415311017,2.551,2.59,2.56865,2.571,0.009910978760949827,0.179,0.18,0.17945,0.179,0.0004974937185533104,1.199,1.213,1.20845,1.211,0.00510367514640189,0.121,0.123,0.12194999999999998,0.122,0.0004974937185533104,32,32,4096,11008,32768,True,3360,2
0.15,0.154,0.15276190476190474,0.153,0.0011914281907806491,0.13,0.133,0.1321,0.132,0.000994987437106621,1.372,1.421,1.4068,1.411,0.013552121605121441,0.089,0.09,0.0895,0.0895,0.0005000000000000004,0.463,0.481,0.47630000000000006,0.47800000000000004,0.0053768020235080176,0.13,0.133,0.1325,0.133,0.0009746794344808971,2.431,2.519,2.4937500000000004,2.5015,0.026772887404984982,0.177,0.18,0.1781,0.178,0.0008306623862918082,1.178,1.215,1.20755,1.211,0.012551792700646436,0.12,0.121,0.12079999999999999,0.121,0.0004000000000000003,32,32,4096,11008,32768,True,3328,2
0.151,0.154,0.15266666666666667,0.153,0.0007766431633476241,0.132,0.134,0.13299999999999998,0.133,0.0007071067811865482,1.436,1.46,1.4461,1.444,0.007428997240543313,0.085,0.08700000000000001,0.0859,0.08600000000000001,0.0004358898943540678,0.48,0.487,0.4826999999999999,0.482,0.0023685438564654045,0.132,0.133,0.13269999999999998,0.133,0.0004582575694955844,2.499,2.532,2.515,2.512,0.00995489829179588,0.176,0.178,0.1768,0.177,0.0006782329983125273,1.216,1.232,1.2236500000000001,1.2225000000000001,0.005650442460551219,0.11900000000000001,0.121,0.11995000000000003,0.12,0.0006689544080129784,32,32,4096,11008,32768,True,3296,2
