time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.post_attention_layernorm.min,time_stats.post_attention_layernorm.max,time_stats.post_attention_layernorm.mean,time_stats.post_attention_layernorm.median,time_stats.post_attention_layernorm.std,time_stats.mlp_up_proj.min,time_stats.mlp_up_proj.max,time_stats.mlp_up_proj.mean,time_stats.mlp_up_proj.median,time_stats.mlp_up_proj.std,time_stats.mlp_act.min,time_stats.mlp_act.max,time_stats.mlp_act.mean,time_stats.mlp_act.median,time_stats.mlp_act.std,time_stats.mlp_down_proj.min,time_stats.mlp_down_proj.max,time_stats.mlp_down_proj.mean,time_stats.mlp_down_proj.median,time_stats.mlp_down_proj.std,time_stats.add.min,time_stats.add.max,time_stats.add.mean,time_stats.add.median,time_stats.add.std,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,num_tokens,num_tensor_parallel_workers
0.17300000000000001,0.179,0.17661904761904762,0.177,0.0011741740958036097,0.15,0.153,0.15195000000000003,0.152,0.0008046738469715548,3.0700000000000003,3.186,3.15485,3.158,0.02435626202848044,0.195,0.197,0.19595,0.196,0.0005894913061275802,1.0170000000000001,1.056,1.0445999999999998,1.0455,0.009313431161500027,0.149,0.153,0.15190000000000003,0.152,0.0009433981132056611,5.26,5.457,5.394250000000001,5.4015,0.050731523730319854,0.387,0.39,0.38885000000000003,0.389,0.0006538348415311016,2.65,2.75,2.7216,2.724,0.02231905015900096,0.137,0.139,0.13779999999999998,0.138,0.0006000000000000006,32,32,4096,11008,32768,True,3808,1
0.171,0.177,0.17457142857142857,0.17500000000000002,0.001399708424447524,0.146,0.151,0.14914999999999998,0.149,0.0011079259903080177,3.057,3.176,3.1392,3.144,0.026586838849325514,0.194,0.195,0.1941,0.194,0.00030000000000000024,1.0170000000000001,1.055,1.0445,1.045,0.00868043777697875,0.147,0.15,0.149,0.149,0.0007745966692414841,5.235,5.448,5.3669,5.375,0.04603031609711146,0.384,0.387,0.3854000000000001,0.385,0.0007348469228349541,2.766,2.871,2.83095,2.8415,0.023363379464452473,0.133,0.136,0.13419999999999999,0.134,0.0006782329983125274,32,32,4096,11008,32768,True,3776,1
0.171,0.177,0.17442857142857143,0.17500000000000002,0.0013652639225553717,0.148,0.151,0.1497,0.15,0.0008426149773176366,3.116,3.206,3.17645,3.1765,0.022240672202071578,0.191,0.194,0.19255000000000003,0.193,0.0006689544080129831,1.035,1.064,1.0551,1.054,0.00787972080723678,0.148,0.151,0.14969999999999997,0.15,0.0007810249675906661,5.346,5.497,5.449599999999999,5.4445,0.03105382424114619,0.382,0.384,0.38315,0.383,0.00047696960070847325,2.769,2.857,2.8224500000000003,2.8215000000000003,0.019301489579822584,0.133,0.134,0.13365,0.134,0.00047696960070847325,32,32,4096,11008,32768,True,3744,1
0.168,0.17200000000000001,0.17004761904761903,0.17,0.0010900498230723436,0.145,0.148,0.14684999999999998,0.147,0.0007262919523166982,2.8770000000000002,2.955,2.9336999999999995,2.927,0.020334945291295897,0.192,0.194,0.193,0.193,0.00044721359549995833,1.01,1.037,1.0292499999999998,1.028,0.007077252291673628,0.145,0.148,0.14714999999999998,0.147,0.0008529361054615998,5.05,5.188,5.139749999999999,5.1385000000000005,0.037083520598778064,0.377,0.379,0.3782,0.378,0.000509901951359279,2.7,2.7760000000000002,2.7478500000000006,2.749,0.018934822417968438,0.133,0.135,0.13425,0.134,0.0006224949798994371,32,32,4096,11008,32768,True,3712,1
0.169,0.17400000000000002,0.17195238095238097,0.17200000000000001,0.0015267828135125153,0.14400000000000002,0.148,0.14629999999999999,0.146,0.0009539392014169431,2.9210000000000003,3.033,2.9906,2.998,0.03706399870494272,0.191,0.193,0.19190000000000002,0.192,0.0007000000000000008,1.044,1.084,1.0711,1.074,0.012156891049935448,0.14400000000000002,0.148,0.1467,0.147,0.0010999999999999977,5.107,5.313,5.23035,5.2364999999999995,0.053666819357960825,0.375,0.378,0.3763,0.376,0.0007810249675906661,2.638,2.738,2.6978999999999997,2.7,0.025260443384865577,0.133,0.135,0.13374999999999998,0.134,0.0005361902647381809,32,32,4096,11008,32768,True,3680,1
0.168,0.17300000000000001,0.17133333333333334,0.171,0.0012848321488792432,0.145,0.148,0.14709999999999995,0.147,0.0007681145747868613,3.088,3.1790000000000003,3.1459,3.148,0.02674864482548604,0.187,0.189,0.18805000000000002,0.188,0.0003840572873934307,1.042,1.074,1.0617000000000003,1.062,0.00981376584191819,0.146,0.149,0.1477,0.148,0.0009000000000000007,5.4590000000000005,5.642,5.5657,5.571,0.04654685811094018,0.371,0.374,0.3728000000000001,0.373,0.0006782329983125274,2.722,2.802,2.7674499999999997,2.774,0.022641720340998848,0.129,0.131,0.1296,0.1295,0.0006633249580710807,32,32,4096,11008,32768,True,3648,1
0.166,0.171,0.1692857142857143,0.169,0.001277753129999881,0.14400000000000002,0.147,0.14559999999999998,0.146,0.0007999999999999952,3.0660000000000003,3.173,3.13385,3.1390000000000002,0.022885093401600918,0.186,0.187,0.18634999999999996,0.186,0.0004769696007084733,1.033,1.064,1.0574499999999998,1.062,0.007864318152262174,0.14400000000000002,0.147,0.14639999999999995,0.147,0.0007999999999999966,5.408,5.565,5.5263,5.5329999999999995,0.03888328689810058,0.368,0.37,0.36895,0.369,0.0006689544080129832,2.697,2.7760000000000002,2.7490000000000006,2.749,0.02294994553370444,0.128,0.129,0.1285,0.1285,0.0005000000000000004,32,32,4096,11008,32768,True,3616,1
0.165,0.169,0.16695238095238094,0.167,0.0012901159222994361,0.14100000000000001,0.14400000000000002,0.14275000000000002,0.14300000000000002,0.0008874119674649433,2.9290000000000003,3.023,2.98505,2.9865000000000004,0.025660231877362254,0.187,0.188,0.18755000000000002,0.188,0.0004974937185533105,1.034,1.064,1.0531,1.053,0.009974467404327912,0.14100000000000001,0.14400000000000002,0.14315000000000003,0.14300000000000002,0.0009630680142129119,5.2540000000000004,5.396,5.33975,5.343500000000001,0.042813403275142624,0.365,0.367,0.36579999999999996,0.366,0.0006782329983125273,2.696,2.774,2.7435,2.747,0.024697165829301128,0.127,0.128,0.12744999999999998,0.127,0.0004974937185533104,32,32,4096,11008,32768,True,3584,1
0.163,0.167,0.16566666666666668,0.166,0.0011268723396380231,0.14,0.14400000000000002,0.14255,0.14300000000000002,0.0008046738469715547,2.903,3.02,2.9722999999999997,2.9770000000000003,0.02258118685986193,0.185,0.186,0.18555,0.186,0.0004974937185533104,1.0230000000000001,1.062,1.04755,1.051,0.007883368569336314,0.14100000000000001,0.14400000000000002,0.14289999999999997,0.14300000000000002,0.0007000000000000005,5.198,5.349,5.295450000000001,5.2925,0.03443613654288179,0.36,0.363,0.36174999999999996,0.362,0.0006224949798994371,2.6710000000000003,2.748,2.7242000000000006,2.722,0.019722068856993662,0.126,0.127,0.12614999999999996,0.126,0.0003570714214271428,32,32,4096,11008,32768,True,3552,1
0.161,0.166,0.1634761904761905,0.164,0.0012196427118919722,0.138,0.14100000000000001,0.13965000000000002,0.14,0.0008529361054615997,2.898,3.0020000000000002,2.96485,2.975,0.02794508006787598,0.183,0.185,0.18405000000000005,0.184,0.0004974937185533104,1.0210000000000001,1.06,1.0462,1.05,0.010200980345045274,0.138,0.14200000000000002,0.14035000000000003,0.14100000000000001,0.0009630680142129119,5.183,5.367,5.3055,5.3205,0.04311554244121255,0.358,0.36,0.35919999999999996,0.359,0.0006000000000000005,2.67,2.773,2.7322500000000005,2.746,0.02321825790191849,0.124,0.127,0.1252,0.125,0.0006782329983125274,32,32,4096,11008,32768,True,3520,1
0.158,0.165,0.16280952380952382,0.163,0.0016509462688914028,0.136,0.14100000000000001,0.13935000000000003,0.1395,0.0012359207094308285,2.879,3.009,2.9795999999999996,2.9785000000000004,0.02716505107670513,0.181,0.183,0.18234999999999996,0.182,0.0005722761571129804,1.012,1.061,1.04995,1.049,0.01024926826656419,0.137,0.14100000000000001,0.13990000000000002,0.14,0.000994987437106621,5.118,5.3790000000000004,5.3094,5.316000000000001,0.05782421638033667,0.354,0.357,0.3559,0.356,0.0008888194417315596,2.645,2.7720000000000002,2.7347500000000005,2.7455,0.03332397785379175,0.123,0.124,0.12390000000000001,0.124,0.00030000000000000024,32,32,4096,11008,32768,True,3488,1
0.158,0.162,0.15995238095238098,0.16,0.0009988655696858595,0.137,0.14,0.1385,0.1385,0.0008062257748298557,2.829,2.902,2.8706,2.8705,0.018749399990399682,0.18,0.181,0.18050000000000002,0.1805,0.0005000000000000006,0.896,0.923,0.9138000000000002,0.914,0.007487322618933961,0.137,0.14,0.13875,0.139,0.0008874119674649433,5.0200000000000005,5.197,5.11655,5.116,0.0427778856419996,0.35100000000000003,0.353,0.3524999999999999,0.353,0.0005916079783099551,2.338,2.406,2.3790500000000003,2.383,0.01756552020294306,0.125,0.127,0.12574999999999997,0.126,0.0005361902647381809,32,32,4096,11008,32768,True,3456,1
