timestamp, name, pci.bus_id, driver_version, pstate, pcie.link.gen.max, pcie.link.gen.current, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2025/03/18 02:22:38.074, NVIDIA RTX A6000, 00000000:E1:00.0, 535.183.01, P8, 4, 1, 28, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:39.074, NVIDIA RTX A6000, 00000000:01:00.0, 535.183.01, P2, 4, 4, 47, 19 %, 2 %, 49140 MiB, 47986 MiB, 690 MiB
2025/03/18 02:22:39.075, NVIDIA RTX A6000, 00000000:25:00.0, 535.183.01, P2, 4, 4, 43, 9 %, 2 %, 49140 MiB, 47954 MiB, 722 MiB
2025/03/18 02:22:39.076, NVIDIA RTX A6000, 00000000:41:00.0, 535.183.01, P8, 4, 1, 34, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:39.076, NVIDIA RTX A6000, 00000000:61:00.0, 535.183.01, P8, 4, 1, 30, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:39.077, NVIDIA RTX A6000, 00000000:81:00.0, 535.183.01, P8, 4, 1, 29, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:39.077, NVIDIA RTX A6000, 00000000:A1:00.0, 535.183.01, P8, 4, 1, 28, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:39.078, NVIDIA RTX A6000, 00000000:C1:00.0, 535.183.01, P8, 4, 1, 30, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:39.079, NVIDIA RTX A6000, 00000000:E1:00.0, 535.183.01, P8, 4, 1, 28, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:40.079, NVIDIA RTX A6000, 00000000:01:00.0, 535.183.01, P2, 4, 4, 47, 20 %, 2 %, 49140 MiB, 47986 MiB, 690 MiB
2025/03/18 02:22:40.080, NVIDIA RTX A6000, 00000000:25:00.0, 535.183.01, P2, 4, 4, 43, 10 %, 2 %, 49140 MiB, 47954 MiB, 722 MiB
2025/03/18 02:22:40.080, NVIDIA RTX A6000, 00000000:41:00.0, 535.183.01, P8, 4, 1, 34, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:40.081, NVIDIA RTX A6000, 00000000:61:00.0, 535.183.01, P8, 4, 1, 30, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:40.085, NVIDIA RTX A6000, 00000000:81:00.0, 535.183.01, P8, 4, 1, 29, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:40.086, NVIDIA RTX A6000, 00000000:A1:00.0, 535.183.01, P8, 4, 1, 28, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:40.086, NVIDIA RTX A6000, 00000000:C1:00.0, 535.183.01, P8, 4, 1, 30, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:40.087, NVIDIA RTX A6000, 00000000:E1:00.0, 535.183.01, P8, 4, 1, 27, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:41.088, NVIDIA RTX A6000, 00000000:01:00.0, 535.183.01, P2, 4, 4, 47, 21 %, 2 %, 49140 MiB, 47958 MiB, 718 MiB
2025/03/18 02:22:41.088, NVIDIA RTX A6000, 00000000:25:00.0, 535.183.01, P2, 4, 4, 43, 10 %, 2 %, 49140 MiB, 47926 MiB, 750 MiB
2025/03/18 02:22:41.089, NVIDIA RTX A6000, 00000000:41:00.0, 535.183.01, P8, 4, 1, 34, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:41.090, NVIDIA RTX A6000, 00000000:61:00.0, 535.183.01, P8, 4, 1, 30, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:41.090, NVIDIA RTX A6000, 00000000:81:00.0, 535.183.01, P8, 4, 1, 29, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:41.091, NVIDIA RTX A6000, 00000000:A1:00.0, 535.183.01, P8, 4, 1, 28, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:41.091, NVIDIA RTX A6000, 00000000:C1:00.0, 535.183.01, P8, 4, 1, 30, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:41.092, NVIDIA RTX A6000, 00000000:E1:00.0, 535.183.01, P8, 4, 1, 27, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:42.092, NVIDIA RTX A6000, 00000000:01:00.0, 535.183.01, P2, 4, 4, 47, 21 %, 2 %, 49140 MiB, 47958 MiB, 718 MiB
2025/03/18 02:22:42.093, NVIDIA RTX A6000, 00000000:25:00.0, 535.183.01, P2, 4, 4, 43, 11 %, 2 %, 49140 MiB, 47926 MiB, 750 MiB
2025/03/18 02:22:42.094, NVIDIA RTX A6000, 00000000:41:00.0, 535.183.01, P8, 4, 1, 34, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:42.094, NVIDIA RTX A6000, 00000000:61:00.0, 535.183.01, P8, 4, 1, 30, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:42.095, NVIDIA RTX A6000, 00000000:81:00.0, 535.183.01, P8, 4, 1, 29, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:42.096, NVIDIA RTX A6000, 00000000:A1:00.0, 535.183.01, P8, 4, 1, 28, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:42.096, NVIDIA RTX A6000, 00000000:C1:00.0, 535.183.01, P8, 4, 1, 30, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:42.097, NVIDIA RTX A6000, 00000000:E1:00.0, 535.183.01, P8, 4, 1, 27, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:43.097, NVIDIA RTX A6000, 00000000:01:00.0, 535.183.01, P2, 4, 4, 47, 21 %, 2 %, 49140 MiB, 47928 MiB, 748 MiB
2025/03/18 02:22:43.098, NVIDIA RTX A6000, 00000000:25:00.0, 535.183.01, P2, 4, 4, 43, 11 %, 2 %, 49140 MiB, 47896 MiB, 780 MiB
2025/03/18 02:22:43.098, NVIDIA RTX A6000, 00000000:41:00.0, 535.183.01, P8, 4, 1, 34, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:43.099, NVIDIA RTX A6000, 00000000:61:00.0, 535.183.01, P8, 4, 1, 30, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:43.100, NVIDIA RTX A6000, 00000000:81:00.0, 535.183.01, P8, 4, 1, 29, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:43.101, NVIDIA RTX A6000, 00000000:A1:00.0, 535.183.01, P8, 4, 1, 28, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:43.101, NVIDIA RTX A6000, 00000000:C1:00.0, 535.183.01, P8, 4, 1, 30, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:43.102, NVIDIA RTX A6000, 00000000:E1:00.0, 535.183.01, P8, 4, 1, 27, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:44.102, NVIDIA RTX A6000, 00000000:01:00.0, 535.183.01, P2, 4, 4, 47, 23 %, 2 %, 49140 MiB, 47928 MiB, 748 MiB
2025/03/18 02:22:44.103, NVIDIA RTX A6000, 00000000:25:00.0, 535.183.01, P2, 4, 4, 43, 11 %, 2 %, 49140 MiB, 47896 MiB, 780 MiB
2025/03/18 02:22:44.104, NVIDIA RTX A6000, 00000000:41:00.0, 535.183.01, P8, 4, 1, 34, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:44.105, NVIDIA RTX A6000, 00000000:61:00.0, 535.183.01, P8, 4, 1, 30, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:44.105, NVIDIA RTX A6000, 00000000:81:00.0, 535.183.01, P8, 4, 1, 29, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:44.106, NVIDIA RTX A6000, 00000000:A1:00.0, 535.183.01, P8, 4, 1, 28, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:44.106, NVIDIA RTX A6000, 00000000:C1:00.0, 535.183.01, P8, 4, 1, 30, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:44.107, NVIDIA RTX A6000, 00000000:E1:00.0, 535.183.01, P8, 4, 1, 28, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:45.107, NVIDIA RTX A6000, 00000000:01:00.0, 535.183.01, P2, 4, 4, 47, 23 %, 2 %, 49140 MiB, 47896 MiB, 780 MiB
2025/03/18 02:22:45.108, NVIDIA RTX A6000, 00000000:25:00.0, 535.183.01, P2, 4, 4, 43, 13 %, 2 %, 49140 MiB, 47864 MiB, 812 MiB
2025/03/18 02:22:45.109, NVIDIA RTX A6000, 00000000:41:00.0, 535.183.01, P8, 4, 1, 34, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:22:45.110, NVIDIA RTX A6000, 00000000:61:00.0, 535.183.01, P8, 4, 1, 30, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
